SeqID	Localization	Score
WP_006042265.1 MULTISPECIES: 30S ribosomal protein S10 [Synechococcales]	Cytoplasmic	9.26
WP_006043540.1 MULTISPECIES: hyperconserved protein Hcp [Cyanophyceae]	Unknown	2.00
WP_006169870.1 MULTISPECIES: BMC domain-containing protein [Synechococcales]	Unknown	2.00
WP_011124156.1 MULTISPECIES: DNA polymerase III subunit beta [Prochlorococcus]	Cytoplasmic	9.26
WP_011124158.1 MULTISPECIES: phosphoribosylformylglycinamidine synthase subunit PurL [Prochlorococcus]	Cytoplasmic	9.26
WP_011124159.1 MULTISPECIES: amidophosphoribosyltransferase [Prochlorococcus]	Cytoplasmic	9.97
WP_011124160.1 MULTISPECIES: DNA gyrase/topoisomerase IV subunit A [Prochlorococcus]	Cytoplasmic	9.97
WP_011124161.1 MULTISPECIES: tetratricopeptide repeat protein [Prochlorococcus]	Unknown	2.00
WP_011124162.1 MULTISPECIES: tRNA epoxyqueuosine(34) reductase QueG [Prochlorococcus]	Unknown	2.00
WP_011124163.1 MULTISPECIES: DUF502 domain-containing protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011124164.1 MULTISPECIES: transcription antitermination factor NusB [Prochlorococcus]	Unknown	2.00
WP_011124165.1 MULTISPECIES: signal recognition particle-docking protein FtsY [Prochlorococcus]	Unknown	6.29
WP_011124167.1 MULTISPECIES: argininosuccinate lyase [Prochlorococcus]	Cytoplasmic	9.97
WP_011124168.1 MULTISPECIES: RNA recognition motif domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011124169.1 MULTISPECIES: tRNA dihydrouridine(20/20a) synthase DusA [Prochlorococcus]	Cytoplasmic	9.97
WP_011124170.1 MULTISPECIES: peptide-methionine (R)-S-oxide reductase MsrB [Prochlorococcus]	Cytoplasmic	9.26
WP_011124171.1 MULTISPECIES: nucleotide exchange factor GrpE [Prochlorococcus]	Cytoplasmic	9.97
WP_011124172.1 MULTISPECIES: molecular chaperone DnaJ [Prochlorococcus]	Cytoplasmic	9.97
WP_011124173.1 MULTISPECIES: sulfurtransferase TusA family protein [Prochlorococcus]	Cytoplasmic	8.96
