SeqID	Localization	Score
WP_002805124.1 MULTISPECIES: photosystem II reaction center protein I [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_002805169.1 MULTISPECIES: ATP synthase F0 subunit C [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002805281.1 MULTISPECIES: 50S ribosomal protein L32 [Prochlorococcus]	Unknown	2.00
WP_002805305.1 MULTISPECIES: NifU family protein [Prochlorococcus]	Unknown	2.00
WP_002805533.1 MULTISPECIES: photosystem II q(b) protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_002805540.1 MULTISPECIES: 50S ribosomal protein L33 [Prochlorococcus]	Cytoplasmic	9.26
WP_002805805.1 MULTISPECIES: cysteine synthase A [Prochlorococcus]	Cytoplasmic	9.97
WP_002805833.1 MULTISPECIES: photosystem I assembly protein Ycf3 [Prochlorococcus]	Unknown	2.00
WP_002805886.1 MULTISPECIES: P-II family nitrogen regulator [Prochlorococcus]	Cytoplasmic	8.96
WP_002806014.1 MULTISPECIES: 30S ribosomal protein S18 [Prochlorococcus]	Cytoplasmic	9.26
WP_002806020.1 MULTISPECIES: cytochrome b559 subunit alpha [Prochlorococcus]	Unknown	2.00
WP_002806119.1 MULTISPECIES: photosystem II reaction center protein L [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_002806185.1 MULTISPECIES: 50S ribosomal protein L35 [Prochlorococcus]	Cytoplasmic	9.26
WP_002806267.1 MULTISPECIES: 30S ribosomal protein S7 [Prochlorococcus]	Cytoplasmic	9.26
WP_002806330.1 MULTISPECIES: HU family DNA-binding protein [Prochlorococcus]	Cytoplasmic	9.26
WP_002806486.1 MULTISPECIES: 30S ribosomal protein S21 [Prochlorococcus]	Unknown	2.00
WP_002806502.1 MULTISPECIES: DUF751 family protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002806597.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002806923.1 MULTISPECIES: TIGR03643 family protein [Prochlorococcus]	Unknown	2.00
WP_002807018.1 MULTISPECIES: photosystem I reaction center subunit II PsaD [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002807211.1 MULTISPECIES: photosystem II reaction center protein PsbZ [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002807235.1 MULTISPECIES: 50S ribosomal protein L14 [Prochlorococcus]	Cytoplasmic	9.26
WP_002807273.1 NADH-quinone oxidoreductase subunit NuoK [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_002807298.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_002807348.1 MULTISPECIES: DUF1825 family protein [Prochlorococcus]	Unknown	2.00
WP_002807463.1 MULTISPECIES: photosystem II protein Y [Prochlorococcus]	Unknown	2.00
WP_002807500.1 MULTISPECIES: YggT family protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002807536.1 MULTISPECIES: 30S ribosomal protein S10 [Prochlorococcus]	Cytoplasmic	9.26
WP_002807701.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_002807817.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_002807869.1 MULTISPECIES: BMC domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_002807943.1 MULTISPECIES: ketol-acid reductoisomerase [Prochlorococcus]	Cytoplasmic	9.97
WP_002808353.1 MULTISPECIES: cytochrome b6-f complex subunit IV [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_007099573.1 MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Cyanophyceae]	CytoplasmicMembrane	10.00
WP_011131951.1 MULTISPECIES: photosystem II reaction center protein T [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011132751.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011132786.1 MULTISPECIES: cytochrome b6-f complex subunit PetM [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011375642.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011375671.1 MULTISPECIES: cytochrome b6-f complex subunit PetL [Prochlorococcus]	Unknown	2.50
WP_011375837.1 MULTISPECIES: photosystem II reaction center protein K [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011375859.1 MULTISPECIES: NAD(P)H-quinone oxidoreductase subunit 3 [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011375863.1 MULTISPECIES: cytochrome b559 subunit beta [Prochlorococcus]	CytoplasmicMembrane	9.82
