SeqID	Localization	Score
WP_002805124.1 MULTISPECIES: photosystem II reaction center protein I [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_002805169.1 MULTISPECIES: ATP synthase F0 subunit C [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002805232.1 MULTISPECIES: 50S ribosomal protein L11 [Prochlorococcus]	Cytoplasmic	9.26
WP_002805244.1 MULTISPECIES: carboxysome peptide A [Prochlorococcus]	Unknown	2.00
WP_002805281.1 MULTISPECIES: 50S ribosomal protein L32 [Prochlorococcus]	Unknown	2.00
WP_002805305.1 MULTISPECIES: NifU family protein [Prochlorococcus]	Unknown	2.00
WP_002805533.1 MULTISPECIES: photosystem II q(b) protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_002805661.1 MULTISPECIES: photosystem II reaction center phosphoprotein PsbH [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002805798.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_002805805.1 MULTISPECIES: cysteine synthase A [Prochlorococcus]	Cytoplasmic	9.97
WP_002806014.1 MULTISPECIES: 30S ribosomal protein S18 [Prochlorococcus]	Cytoplasmic	9.26
WP_002806020.1 MULTISPECIES: cytochrome b559 subunit alpha [Prochlorococcus]	Unknown	2.00
WP_002806119.1 MULTISPECIES: photosystem II reaction center protein L [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_002806185.1 MULTISPECIES: 50S ribosomal protein L35 [Prochlorococcus]	Cytoplasmic	9.26
WP_002806267.1 MULTISPECIES: 30S ribosomal protein S7 [Prochlorococcus]	Cytoplasmic	9.26
WP_002806275.1 MULTISPECIES: co-chaperone GroES [Prochlorococcus]	Cytoplasmic	9.26
WP_002806330.1 MULTISPECIES: HU family DNA-binding protein [Prochlorococcus]	Cytoplasmic	9.26
WP_002806597.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002806605.1 MULTISPECIES: elongation factor Tu [Prochlorococcus]	Cytoplasmic	9.97
WP_002806908.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002807211.1 MULTISPECIES: photosystem II reaction center protein PsbZ [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002807235.1 MULTISPECIES: 50S ribosomal protein L14 [Prochlorococcus]	Cytoplasmic	9.26
WP_002807316.1 MULTISPECIES: photosystem II D2 protein (photosystem q(a) protein) [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_002807348.1 MULTISPECIES: DUF1825 family protein [Prochlorococcus]	Unknown	2.00
WP_002807536.1 MULTISPECIES: 30S ribosomal protein S10 [Prochlorococcus]	Cytoplasmic	9.26
WP_002807701.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_002807728.1 MULTISPECIES: 30S ribosomal protein S13 [Prochlorococcus]	Cytoplasmic	9.97
WP_002807795.1 MULTISPECIES: ATP-dependent Clp protease proteolytic subunit [Prochlorococcus]	Cytoplasmic	9.26
WP_002807817.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_002807869.1 MULTISPECIES: BMC domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_002808065.1 MULTISPECIES: acyl carrier protein [Prochlorococcus]	Cytoplasmic	9.97
WP_002808068.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_002808184.1 MULTISPECIES: 50S ribosomal protein L34 [Prochlorococcus]	Unknown	2.00
WP_002808353.1 MULTISPECIES: cytochrome b6-f complex subunit IV [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_007099573.1 MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Cyanophyceae]	CytoplasmicMembrane	10.00
WP_011131951.1 MULTISPECIES: photosystem II reaction center protein T [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011132751.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011375671.1 MULTISPECIES: cytochrome b6-f complex subunit PetL [Prochlorococcus]	Unknown	2.50
WP_011375677.1 MULTISPECIES: chlororespiratory reduction protein 7 [Prochlorococcus]	Unknown	2.00
WP_011375837.1 MULTISPECIES: photosystem II reaction center protein K [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011375863.1 MULTISPECIES: cytochrome b559 subunit beta [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011375864.1 MULTISPECIES: photosystem II reaction center protein J [Prochlorococcus]	CytoplasmicMembrane	9.82
