SeqID	Localization	Score
WP_000127614.1 MULTISPECIES: helix-turn-helix transcriptional regulator [Gammaproteobacteria]	Unknown	2.00
WP_000139695.1 MULTISPECIES: AAA family ATPase [Gammaproteobacteria]	Cytoplasmic	9.97
WP_000566753.1 MULTISPECIES: FlhC family transcriptional regulator [Gammaproteobacteria]	Cytoplasmic	8.96
WP_000667170.1 MULTISPECIES: TraE/TraK family type IV conjugative transfer system protein [Gammaproteobacteria]	Unknown	2.50
WP_000795984.1 MULTISPECIES: single-stranded DNA-binding protein [Gammaproteobacteria]	Unknown	2.00
WP_000811851.1 MULTISPECIES: MarR family transcriptional regulator [Gammaproteobacteria]	Unknown	2.00
WP_000848909.1 MULTISPECIES: lytic transglycosylase domain-containing protein [Gammaproteobacteria]	Unknown	2.50
WP_000854920.1 MULTISPECIES: LexA family protein [Gammaproteobacteria]	Cytoplasmic	8.96
WP_001158521.1 MULTISPECIES: DUF6475 domain-containing protein [Gammaproteobacteria]	Cytoplasmic	8.96
WP_001206290.1 MULTISPECIES: IS4-like element IS10A family transposase [Gammaproteobacteria]	Unknown	2.00
WP_001228924.1 MULTISPECIES: DsbC family protein [Gammaproteobacteria]	Periplasmic	9.76
WP_001747920.1 MULTISPECIES: class I SAM-dependent DNA methyltransferase [Gammaproteobacteria]	Unknown	2.00
WP_002015199.1 MULTISPECIES: BsuBI/PstI family type II restriction endonuclease [Gammaproteobacteria]	CytoplasmicMembrane	9.82
WP_004364961.1 MULTISPECIES: Cd(II)/Pb(II)-responsive transcriptional regulator [Bacteria]	Cytoplasmic	9.97
WP_006079755.1 MULTISPECIES: cyclic pyranopterin monophosphate synthase MoaC [Shewanella]	Cytoplasmic	9.97
WP_006079863.1 MULTISPECIES: orotate phosphoribosyltransferase [Shewanella]	Cytoplasmic	9.97
WP_006079870.1 MULTISPECIES: 50S ribosomal protein L28 [Shewanella]	Cytoplasmic	9.97
WP_006079990.1 MULTISPECIES: HU family DNA-binding protein [Shewanella]	Cytoplasmic	9.26
WP_006080725.1 MULTISPECIES: 30S ribosomal protein S21 [Pseudomonadati]	Cytoplasmic	9.26
WP_006080791.1 MULTISPECIES: 50S ribosomal protein L19 [Shewanella]	Cytoplasmic	9.97
WP_006081127.1 MULTISPECIES: nucleoid-associated protein HU-beta [Shewanella]	Cytoplasmic	9.26
WP_006081139.1 MULTISPECIES: envelope stress response membrane protein PspC [Shewanella]	Unknown	2.00
WP_006081226.1 MULTISPECIES: 50S ribosomal protein L32 [Shewanella]	Cytoplasmic	9.26
WP_006081231.1 MULTISPECIES: acyl carrier protein [Shewanella]	Cytoplasmic	9.97
WP_006081330.1 MULTISPECIES: J domain-containing protein [Shewanella]	Cytoplasmic	9.26
WP_006081370.1 MULTISPECIES: integration host factor subunit alpha [Shewanella]	Cytoplasmic	9.26
WP_006081543.1 MULTISPECIES: electron transport complex subunit RsxA [Shewanella]	CytoplasmicMembrane	10.00
WP_006081586.1 MULTISPECIES: thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha [Shewanella]	Cytoplasmic	9.97
WP_006081652.1 MULTISPECIES: 50S ribosomal protein L20 [Shewanella]	Cytoplasmic	9.26
WP_006081934.1 MULTISPECIES: translation initiation factor IF-1 [Shewanellaceae]	Cytoplasmic	9.97
WP_006082074.1 MULTISPECIES: ribosome modulation factor [Shewanella]	Unknown	2.00
WP_006082106.1 MULTISPECIES: hypothetical protein [Shewanella]	Unknown	2.00
WP_006082233.1 MULTISPECIES: chorismate synthase [Shewanella]	Cytoplasmic	9.97
WP_006082592.1 MULTISPECIES: DMT family protein [Shewanella]	CytoplasmicMembrane	10.00
WP_006082720.1 MULTISPECIES: triose-phosphate isomerase [Shewanella]	Cytoplasmic	9.26
WP_006082725.1 MULTISPECIES: ribosome assembly RNA-binding protein YhbY [Shewanella]	Cytoplasmic	9.26
WP_006083042.1 MULTISPECIES: 30S ribosomal protein S18 [Shewanella]	Cytoplasmic	9.26
WP_006083052.1 MULTISPECIES: 30S ribosomal protein S9 [Shewanella]	Cytoplasmic	9.26
WP_006083073.1 MULTISPECIES: HPr family phosphocarrier protein [Shewanella]	Cytoplasmic	9.26
WP_006083371.1 MULTISPECIES: DNA-binding transcriptional regulator Fis [Shewanella]	Cytoplasmic	9.26
WP_006083577.1 MULTISPECIES: 30S ribosomal protein S11 [Shewanella]	Cytoplasmic	9.26
WP_006083579.1 MULTISPECIES: 50S ribosomal protein L36 [Pseudomonadati]	Cytoplasmic	9.26
WP_006083581.1 MULTISPECIES: 50S ribosomal protein L15 [Shewanella]	Cytoplasmic	9.97
