gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
TX50_RS08365,3.96000067392985,4.43591896692912,2.8675502244653894e-11,4.08339151963871e-08,Proteome,P5vsP1_prot,PMM1562,tier1:gene_id
TX50_RS06795,-2.8607931137085,4.09551270802816,6.06253156990326e-11,4.31652247777112e-08,Proteome,P5vsP1_prot,PMM1264,tier1:gene_id
TX50_RS01260,2.81522210439046,2.67894824345907,2.43445524516096e-10,8.75539938674978e-08,Proteome,P5vsP1_prot,PMM0243,tier1:gene_id
TX50_RS01535,-3.53981177012126,2.53903897603353,2.45938185021061e-10,8.75539938674978e-08,Proteome,P5vsP1_prot,PMM0296,tier1:gene_id
TX50_RS03520,2.16753482818604,3.05142831802368,3.32839009472471e-10,9.47925498977598e-08,Proteome,P5vsP1_prot,PMM0661,tier1:gene_id
TX50_RS02735,4.18592929840088,-0.643054008483886,6.20150468888737e-10,1.47182377949594e-07,Proteome,P5vsP1_prot,PMM0509,tier1:gene_id
TX50_RS01265,2.55164051055908,2.07023032506307,7.47109498987363e-10,1.51983418079715e-07,Proteome,P5vsP1_prot,PMM0244,tier1:gene_id
TX50_RS03985,-2.82842604319254,4.00979423522949,8.88714883097355e-10,1.58191249191329e-07,Proteome,P5vsP1_prot,PMM0743,tier1:gene_id
TX50_RS08055,1.86861832936605,2.19876352945963,1.30130897543454e-09,2.05895997890976e-07,Proteome,P5vsP1_prot,PMM1501,tier1:gene_id
TX50_RS06110,6.40673510233559,-8.28359087308247,1.4675960781866e-09,2.08985681533772e-07,Proteome,P5vsP1_prot,PMM1135,tier1:gene_id
TX50_RS06600,-2.99966017405192,2.37481005986532,1.64443931238432e-09,2.12880143712298e-07,Proteome,P5vsP1_prot,PMM1225,tier1:gene_id
TX50_RS07025,2.99410915374756,5.38492234547933,2.65662977078631e-09,3.15253399466642e-07,Proteome,P5vsP1_prot,PMM1309,tier1:gene_id
TX50_RS05815,-2.62345472971598,-2.41147057215373,3.781340301942e-09,4.14202199228108e-07,Proteome,P5vsP1_prot,PMM1083,tier1:gene_id
TX50_RS06210,-1.96440029144287,2.09392166137695,5.282853145762591e-09,5.3734163425471e-07,Proteome,P5vsP1_prot,PMM1152,tier1:gene_id
TX50_RS09140,1.91074975331624,2.0291862487793,6.3093611475689614e-09,5.98968684942546e-07,Proteome,P5vsP1_prot,PMM1712,tier1:gene_id
TX50_RS08170,-3.14853064219157,5.93948936462402,6.96305368306042e-09,6.19711777792377e-07,Proteome,P5vsP1_prot,PMM1524,tier1:gene_id
TX50_RS00450,2.51558971405029,1.61900154749552,7.49272157625811e-09,6.27625619093621e-07,Proteome,P5vsP1_prot,PMM0085,tier1:gene_id
TX50_RS06915,2.24232705434163,0.216863791147868,8.302857747209e-09,6.56848301779201e-07,Proteome,P5vsP1_prot,PMM1289,tier1:gene_id
TX50_RS01055,2.33273410797119,4.16624085108439,1.20729001464298e-08,8.65135358427306e-07,Proteome,P5vsP1_prot,PMM0204,tier1:gene_id
TX50_RS02580,-2.81481901804606,2.1368074417114302,1.2301679954194e-08,8.65135358427306e-07,Proteome,P5vsP1_prot,PMM0479,tier1:gene_id
TX50_RS04430,-2.16203721364339,1.56569083531698,1.3126662623259e-08,8.65135358427306e-07,Proteome,P5vsP1_prot,PMM0827,tier1:gene_id
TX50_RS00190,2.13560390472412,1.39990266164144,1.35116295414075e-08,8.65135358427306e-07,Proteome,P5vsP1_prot,PMM0035,tier1:gene_id
TX50_RS06245,-2.932723681132,6.58228158950806,1.44031423484535e-08,8.65135358427306e-07,Proteome,P5vsP1_prot,PMM1158,tier1:gene_id
TX50_RS02310,-4.56236871083577,-1.69318040211995,1.47334904512001e-08,8.65135358427306e-07,Proteome,P5vsP1_prot,PMM0428,tier1:gene_id
TX50_RS08565,2.06246852874756,2.48416789372762,1.56640195182791e-08,8.65135358427306e-07,Proteome,P5vsP1_prot,PMM1601,tier1:gene_id
