gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
TX50_RS00020,-1.247620929163954,1911.213421411726,0.0001333053361662,0.0004857247583537,RNA,C2vsP2_rna,PMM0001,tier1:gene_id
TX50_RS00025,-0.1763884901965183,129.7267810834447,0.5771788872450783,0.6627531763589578,RNA,C2vsP2_rna,PMM0002,tier1:gene_id
TX50_RS00030,-2.556787002090836,1008.790198462983,1.3555019290070322e-14,3.920365735300026e-13,RNA,C2vsP2_rna,PMM0003,tier1:gene_id
TX50_RS00035,-1.3827855670660896,436.5257304907816,3.299444124560429e-09,3.248548443915614e-08,RNA,C2vsP2_rna,PMM0004,tier1:gene_id
TX50_RS00040,-0.4920386359957974,836.8079504884151,0.0703333933742338,0.1191103547753475,RNA,C2vsP2_rna,PMM0005,tier1:gene_id
TX50_RS00045,-1.2129020311310494,162.04778179795971,0.0036790060403599,0.0091062804136992,RNA,C2vsP2_rna,PMM0006,tier1:gene_id
TX50_RS00050,-1.4766978015169212,364.4287619302709,8.20539520290246e-05,0.0003164205525119,RNA,C2vsP2_rna,PMM0007,tier1:gene_id
TX50_RS00055,0.0875113305117432,1881.381554903057,0.7988400297465232,0.8584022062440251,RNA,C2vsP2_rna,PMM0008,tier1:gene_id
TX50_RS00060,0.5950992664447307,163.35588032998203,0.1067137870681295,0.1673959490365319,RNA,C2vsP2_rna,PMM0009,tier1:gene_id
TX50_RS00065,0.6325334641522353,217.24777771246605,0.0166836233151426,0.0341608260578862,RNA,C2vsP2_rna,PMM0010,tier1:gene_id
TX50_RS00070,0.583419191186498,117.64445387691146,0.0357993478046013,0.0654142080812607,RNA,C2vsP2_rna,PMM0011,tier1:gene_id
TX50_RS00075,-0.4750238408548145,321.69076290321453,0.1352782350703736,0.2059210634171558,RNA,C2vsP2_rna,PMM0012,tier1:gene_id
TX50_RS00080,-0.2524016564612415,3731.197555154917,0.2667687922225303,0.3614853838974404,RNA,C2vsP2_rna,PMM0013,tier1:gene_id
TX50_RS00085,-1.068576790278022,152.214865749413,0.0085868077022669,0.0189894636283106,RNA,C2vsP2_rna,PMM0014,tier1:gene_id
TX50_RS00090,0.107072666189212,484.4131595931976,0.6886276849981172,0.7650959453370438,RNA,C2vsP2_rna,PMM0015,tier1:gene_id
TX50_RS00095,0.9700386348025404,2005.5983256409688,0.0014375831640746,0.0039954451001533,RNA,C2vsP2_rna,PMM0016,tier1:gene_id
TX50_RS00100,-0.2172371540766628,797.2286011515466,0.3829751089777559,0.4796257961554981,RNA,C2vsP2_rna,PMM0017,tier1:gene_id
TX50_RS00105,-0.6647096585860988,122.61403320410712,0.0174811613608045,0.0355578348119222,RNA,C2vsP2_rna,PMM0018,tier1:gene_id
TX50_RS00110,-1.0502464688277888,118.48371371296324,0.0317846093770179,0.0596082188012768,RNA,C2vsP2_rna,PMM0019,tier1:gene_id
TX50_RS00115,0.8034504743877796,1285.6215432364038,0.0007054655432877,0.0021477248694499,RNA,C2vsP2_rna,PMM0020,tier1:gene_id
TX50_RS00120,0.8076460717948447,42.339481703011565,0.0788407577911955,0.1300661699389509,RNA,C2vsP2_rna,PMM0021,tier1:gene_id
TX50_RS00125,0.3070957573736417,155.75629339921082,0.3229887914721995,0.4183702080609701,RNA,C2vsP2_rna,PMM0022,tier1:gene_id
TX50_RS00130,2.250357116438598,4439.613777640853,2.559026024374996e-07,1.7162163663471436e-06,RNA,C2vsP2_rna,PMM0023,tier1:gene_id
TX50_RS00135,-0.2526888043733493,234.4198601386992,0.2394851695068265,0.3310582888402806,RNA,C2vsP2_rna,PMM0024,tier1:gene_id
TX50_RS00140,1.8062524502964512,1824.020450747372,3.997913662989464e-06,2.0786905028633423e-05,RNA,C2vsP2_rna,PMM0025,tier1:gene_id
TX50_RS00145,1.334094861980291,820.0887505729042,1.0524969372681046e-05,5.02106141980222e-05,RNA,C2vsP2_rna,PMM0026,tier1:gene_id
TX50_RS00150,0.5892759616587423,996.0900424406376,0.0016719364745055,0.0045848213545329,RNA,C2vsP2_rna,PMM0027,tier1:gene_id
TX50_RS00155,-1.577307204105992,150.45836038586063,2.350205913433164e-09,2.4034426219694948e-08,RNA,C2vsP2_rna,PMM0028,tier1:gene_id
TX50_RS00160,-0.275376531876617,186.39220490896807,0.4117587452652396,0.5054147463434738,RNA,C2vsP2_rna,PMM0029,tier1:gene_id
TX50_RS00165,-3.702945041333797,286.6472569467633,0.0004306581636568,0.0013743935533256,RNA,C2vsP2_rna,PMM0030,tier1:gene_id
TX50_RS00170,0.6360339418679326,274.3746596381312,0.0078709236222874,0.0175955067933019,RNA,C2vsP2_rna,PMM0031,tier1:gene_id
TX50_RS00175,-1.103773525068078,126.50652751904808,0.0127988187686857,0.0269824755590402,RNA,C2vsP2_rna,PMM0032,tier1:gene_id
TX50_RS00180,-1.6361266636066003,476.5836844367778,0.0003581604821971,0.0011610421235498,RNA,C2vsP2_rna,PMM0033,tier1:gene_id
TX50_RS00185,1.5836022844689606,1087.254410304833,3.067038211431733e-08,2.545779250834143e-07,RNA,C2vsP2_rna,PMM0034,tier1:gene_id
TX50_RS00190,-0.3225359991372196,1366.6149771174128,0.3602503659583582,0.4554804831891538,RNA,C2vsP2_rna,PMM0035,tier1:gene_id
TX50_RS00195,-0.6942938936869613,165.9775424972949,0.041293809460491,0.0747163649182491,RNA,C2vsP2_rna,PMM0036,tier1:gene_id
TX50_RS00200,-1.1156831266445304,760.4466399012803,0.0001635045737316,0.0005808962878643,RNA,C2vsP2_rna,PMM0037,tier1:gene_id
TX50_RS00205,-0.5425588481340092,72.88905629892997,0.0673314148314874,0.1147610026271484,RNA,C2vsP2_rna,PMM0038,tier1:gene_id
TX50_RS00210,-0.4271815285376821,299.6021107577577,0.2486015832519619,0.3403561616859331,RNA,C2vsP2_rna,PMM0039,tier1:gene_id
TX50_RS00215,-0.2392163614184961,172.53618513371424,0.3887044366707931,0.4841802909001602,RNA,C2vsP2_rna,PMM0040,tier1:gene_id
TX50_RS00220,1.829162556453849,223.2278772446376,0.0002148390693837,0.0007405346693284,RNA,C2vsP2_rna,PMM0041,tier1:gene_id
TX50_RS00225,0.3535735914113177,345.71979205146306,0.1988314608146238,0.2855213607198361,RNA,C2vsP2_rna,PMM0042,tier1:gene_id
TX50_RS00230,0.2760116624893362,1509.4428467801056,0.3196026199939409,0.4151469821816033,RNA,C2vsP2_rna,PMM0043,tier1:gene_id
TX50_RS00235,0.7139126568561195,869.845608418173,0.0016295254987277,0.0044884697889063,RNA,C2vsP2_rna,PMM0044,tier1:gene_id
TX50_RS00240,-1.4662668457119414,296.96836552933166,8.941693414659143e-05,0.0003412592682584,RNA,C2vsP2_rna,PMM0045,tier1:gene_id
