gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
ACZ81_RS17215,4.64843622843425,0.708946418762206,1.91201185548316e-13,4.25231436659455e-10,Proteome,LATEvsC1_prot,ACZ81_17215,tier1:gene_id
ACZ81_RS18510,3.25672403971354,-1.99762795766195,1.54797809524285e-12,1.16148882100824e-09,Proteome,LATEvsC1_prot,ACZ81_18510,tier1:gene_id
ACZ81_RS19455,3.47278436024984,0.451879564921062,1.5667565031586e-12,1.16148882100824e-09,Proteome,LATEvsC1_prot,ACZ81_19450,tier1:gene_id
ACZ81_RS18535,6.62029520670573,-1.62273502349854,3.71408111064667e-12,2.06502909751955e-09,Proteome,LATEvsC1_prot,ACZ81_18535,tier1:gene_id
ACZ81_RS09835,3.80790201822917,-1.62597599029541,7.87915421310064e-12,2.98352244838193e-09,Proteome,LATEvsC1_prot,ACZ81_09825,tier1:gene_id
ACZ81_RS17170,-2.34598954518636,2.93716220855713,8.04907135354838e-12,2.98352244838193e-09,Proteome,LATEvsC1_prot,ACZ81_RS17170,locus_tag:gene_id
ACZ81_RS16015,2.34920247395833,0.80620543162028,1.14891828843174e-11,3.6502775335317e-09,Proteome,LATEvsC1_prot,ACZ81_16010,tier1:gene_id
ACZ81_RS07090,-1.84436353047689,4.73927949269613,1.42236392296802e-11,3.9541717058511e-09,Proteome,LATEvsC1_prot,ACZ81_07090,tier1:gene_id
ACZ81_RS16805,-2.84187316894531,3.14084237416585,1.6335165509175e-11,4.03660089915612e-09,Proteome,LATEvsC1_prot,ACZ81_16800,tier1:gene_id
ACZ81_RS08650,2.58482710520427,0.559938112894694,2.8681835375368e-11,6.37884018748185e-09,Proteome,LATEvsC1_prot,ACZ81_08650,tier1:gene_id
ACZ81_RS10115,4.22301292419434,1.01206518809001,3.92249648719029e-11,7.930574715919281e-09,Proteome,LATEvsC1_prot,ACZ81_10105,tier1:gene_id
ACZ81_RS17120,1.81328360239665,1.99639670054118,4.8080219904554894e-11,8.26800342063417e-09,Proteome,LATEvsC1_prot,ACZ81_17115,tier1:gene_id
ACZ81_RS10345,-3.42085107167562,4.15184332529704,4.83291566853616e-11,8.26800342063417e-09,Proteome,LATEvsC1_prot,ACZ81_10335,tier1:gene_id
ACZ81_RS17535,-2.52907848358155,2.06433480580648,5.5353735549531087e-11,8.706228564215871e-09,Proteome,LATEvsC1_prot,ACZ81_17535,tier1:gene_id
ACZ81_RS01010,2.86122449239095,2.76278324127197,5.872006675505309e-11,8.706228564215871e-09,Proteome,LATEvsC1_prot,ACZ81_01015,tier1:gene_id
