gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
TX50_RS00020,0.7087491784536921,1911.213421411726,0.0298894277393074,0.2465756914173956,RNA,C1vsP1_rna,PMM0001,tier1:gene_id
TX50_RS00025,0.3363823878130672,129.7267810834447,0.2753817466906071,0.6149067023301648,RNA,C1vsP1_rna,PMM0002,tier1:gene_id
TX50_RS00030,0.4465148965565295,1008.790198462983,0.1778187789549859,0.5402247903945429,RNA,C1vsP1_rna,PMM0003,tier1:gene_id
TX50_RS00035,-0.1383455374831319,436.5257304907816,0.5508449063204561,0.7864806893153209,RNA,C1vsP1_rna,PMM0004,tier1:gene_id
TX50_RS00040,0.5764888457713796,836.8079504884151,0.0333957187106399,0.2596313497321092,RNA,C1vsP1_rna,PMM0005,tier1:gene_id
TX50_RS00045,0.9368562662349108,162.04778179795971,0.0243320041906951,0.2231892470729228,RNA,C1vsP1_rna,PMM0006,tier1:gene_id
TX50_RS00050,1.0076622209824588,364.4287619302709,0.0072061267115132,0.1208922573313078,RNA,C1vsP1_rna,PMM0007,tier1:gene_id
TX50_RS00055,0.5644069979917761,1881.381554903057,0.0997056984490723,0.4223828942235298,RNA,C1vsP1_rna,PMM0008,tier1:gene_id
TX50_RS00060,0.4213948981290772,163.35588032998203,0.2427904213460079,0.5840712966342643,RNA,C1vsP1_rna,PMM0009,tier1:gene_id
TX50_RS00065,-0.0930017489109891,217.24777771246605,0.7092549230053116,0.8864541063763768,RNA,C1vsP1_rna,PMM0010,tier1:gene_id
TX50_RS00070,-0.1460945078889697,117.64445387691146,0.5773522097993324,,RNA,C1vsP1_rna,PMM0011,tier1:gene_id
TX50_RS00075,0.3685189938000096,321.69076290321453,0.2401895615354652,0.5817266844566793,RNA,C1vsP1_rna,PMM0012,tier1:gene_id
TX50_RS00080,-0.3764569888772868,3731.197555154917,0.0969443498341608,0.4181106616585034,RNA,C1vsP1_rna,PMM0013,tier1:gene_id
TX50_RS00085,0.2061187081740003,152.214865749413,0.6118381563271059,0.8228835963260127,RNA,C1vsP1_rna,PMM0014,tier1:gene_id
TX50_RS00090,-0.0858266779611236,484.4131595931976,0.746692650034733,0.9067266141934812,RNA,C1vsP1_rna,PMM0015,tier1:gene_id
TX50_RS00095,-0.5389639128112917,2005.5983256409688,0.0758745013128453,0.3893436777499762,RNA,C1vsP1_rna,PMM0016,tier1:gene_id
TX50_RS00100,-0.4071464421757683,797.2286011515466,0.0997154911068882,0.4223828942235298,RNA,C1vsP1_rna,PMM0017,tier1:gene_id
TX50_RS00105,-0.3801074757039606,122.61403320410712,0.1496217099260545,0.5015641486670519,RNA,C1vsP1_rna,PMM0018,tier1:gene_id
TX50_RS00110,-0.328054165102338,118.48371371296324,0.5035470788294341,,RNA,C1vsP1_rna,PMM0019,tier1:gene_id
TX50_RS00115,0.5999601900922469,1285.6215432364038,0.0108744552012326,0.1444263581413716,RNA,C1vsP1_rna,PMM0020,tier1:gene_id
TX50_RS00120,0.1953511162482202,42.339481703011565,0.6524694359411937,,RNA,C1vsP1_rna,PMM0021,tier1:gene_id
TX50_RS00125,0.1142004359417164,155.75629339921082,0.7053715888925755,0.8836109578700571,RNA,C1vsP1_rna,PMM0022,tier1:gene_id
TX50_RS00130,-0.5460960082097801,4439.613777640853,0.2101657295701659,0.5607599407388913,RNA,C1vsP1_rna,PMM0023,tier1:gene_id
TX50_RS00135,0.1682685467782335,234.4198601386992,0.419100884875549,0.7124715042884332,RNA,C1vsP1_rna,PMM0024,tier1:gene_id
TX50_RS00140,-0.1423257897476,1824.020450747372,0.7154233856841292,0.8881838527237241,RNA,C1vsP1_rna,PMM0025,tier1:gene_id
TX50_RS00145,-0.1772814218781247,820.0887505729042,0.5526434994401155,0.7878132244784264,RNA,C1vsP1_rna,PMM0026,tier1:gene_id
TX50_RS00150,-0.0527912443528317,996.0900424406376,0.7733809525039611,0.9172657808767912,RNA,C1vsP1_rna,PMM0027,tier1:gene_id
TX50_RS00155,0.2206725538514636,150.45836038586063,0.3913700012241378,0.6928457445815741,RNA,C1vsP1_rna,PMM0028,tier1:gene_id
TX50_RS00160,-0.3881205086566375,186.39220490896807,0.2367368211604535,0.5787578250683978,RNA,C1vsP1_rna,PMM0029,tier1:gene_id
TX50_RS00165,4.005694541220774,286.6472569467633,0.0001395304762908,0.0126337089028085,RNA,C1vsP1_rna,PMM0030,tier1:gene_id
TX50_RS00170,0.2969304154001723,274.3746596381312,0.1945248913890916,0.5511538589357595,RNA,C1vsP1_rna,PMM0031,tier1:gene_id
TX50_RS00175,0.7873783412793567,126.50652751904808,0.0741861998493444,0.3876532983930907,RNA,C1vsP1_rna,PMM0032,tier1:gene_id
TX50_RS00180,0.929516111118328,476.5836844367778,0.0423565333844035,0.2979770726428981,RNA,C1vsP1_rna,PMM0033,tier1:gene_id
TX50_RS00185,0.2720527863061248,1087.254410304833,0.3365727960059315,0.6684272817874809,RNA,C1vsP1_rna,PMM0034,tier1:gene_id
TX50_RS00190,0.9666138825344032,1366.6149771174128,0.0060448891364997,0.1116990383918437,RNA,C1vsP1_rna,PMM0035,tier1:gene_id
TX50_RS00195,0.0798320756135283,165.9775424972949,0.8117150108556069,0.9358120671132888,RNA,C1vsP1_rna,PMM0036,tier1:gene_id
TX50_RS00200,0.5683260980208066,760.4466399012803,0.053807071413618,0.3346537368407951,RNA,C1vsP1_rna,PMM0037,tier1:gene_id
TX50_RS00205,0.3695790980615254,72.88905629892997,0.1972517591776288,,RNA,C1vsP1_rna,PMM0038,tier1:gene_id
TX50_RS00210,0.3910317420789815,299.6021107577577,0.2860076972820126,0.6236395636553838,RNA,C1vsP1_rna,PMM0039,tier1:gene_id
TX50_RS00215,-0.0069294626853813,172.53618513371424,0.9796733632719604,0.9905499906199442,RNA,C1vsP1_rna,PMM0040,tier1:gene_id
TX50_RS00220,-0.5212230092097856,223.2278772446376,0.2819261339840065,0.618684717434782,RNA,C1vsP1_rna,PMM0041,tier1:gene_id
TX50_RS00225,-0.4291844748645836,345.71979205146306,0.1128233445949319,0.4403131608113535,RNA,C1vsP1_rna,PMM0042,tier1:gene_id
TX50_RS00230,-0.3735210309544803,1509.4428467801056,0.1749595467797241,0.5400378893443828,RNA,C1vsP1_rna,PMM0043,tier1:gene_id
TX50_RS00235,-0.4203650932907667,869.845608418173,0.0596340454716639,0.353643758029635,RNA,C1vsP1_rna,PMM0044,tier1:gene_id
TX50_RS00240,0.6392926645468705,296.96836552933166,0.0875827911954127,0.409234486696623,RNA,C1vsP1_rna,PMM0045,tier1:gene_id
TX50_RS00245,-0.4654433716588527,317.90652351652795,0.2528371136236241,0.590416336758463,RNA,C1vsP1_rna,PMM0046,tier1:gene_id
TX50_RS00250,0.2136900768240616,248.02044000703688,0.4423101661363297,0.7291950684816834,RNA,C1vsP1_rna,PMM0047,tier1:gene_id
TX50_RS00255,0.0570869147515271,879.1178313774976,0.7290264315934972,0.8963439732706934,RNA,C1vsP1_rna,PMM0048,tier1:gene_id
TX50_RS00260,-0.4394958467408544,34.75861689718212,0.4490949989024942,,RNA,C1vsP1_rna,PMM0049,tier1:gene_id
TX50_RS00265,0.5249948355806835,126.1532452068055,0.2034406478613704,0.5563864632997003,RNA,C1vsP1_rna,PMM0050,tier1:gene_id
TX50_RS00270,0.2552457929564157,2135.7217225934787,0.5073106673687282,0.759179695886301,RNA,C1vsP1_rna,PMM0051,tier1:gene_id
TX50_RS00275,-0.0286885953223964,58.301378333665824,0.9079518358025148,,RNA,C1vsP1_rna,PMM0052,tier1:gene_id
TX50_RS00280,0.3329149081105453,146.46113330978926,0.3335920667437815,0.6645779454661273,RNA,C1vsP1_rna,PMM0053,tier1:gene_id
TX50_RS00285,0.7142875534772675,136.40335385384077,0.0795850468576599,0.3999526561528483,RNA,C1vsP1_rna,PMM0054,tier1:gene_id
TX50_RS00290,1.0255475641494678,540.6310380957149,0.0099363647308687,0.1429070177285958,RNA,C1vsP1_rna,PMM0055,tier1:gene_id
TX50_RS00295,-0.3165524905211029,500.1041838332091,0.5052494389717345,0.7590689209290564,RNA,C1vsP1_rna,PMM0056,tier1:gene_id
TX50_RS00300,-0.0925420555679652,246.14971578429464,0.6752120167620407,0.8652214285141728,RNA,C1vsP1_rna,PMM0057,tier1:gene_id
TX50_RS00305,0.328504867231788,347.748571961912,0.3453175412195749,0.6763131567664487,RNA,C1vsP1_rna,PMM0058,tier1:gene_id
TX50_RS00310,-0.0495467057884531,170.0733439282259,0.8784786142935588,0.9577884917871404,RNA,C1vsP1_rna,PMM0059,tier1:gene_id
TX50_RS00320,-0.5994591871400512,567.1138391445782,0.0754622007885576,0.3893436777499762,RNA,C1vsP1_rna,PMM0060,tier1:gene_id
TX50_RS00325,-0.0104045255758998,222.37519199345368,0.9738478745069084,0.9895552036804348,RNA,C1vsP1_rna,PMM0061,tier1:gene_id
TX50_RS00330,-0.2505522371217871,862.2870842263799,0.4878276914895675,0.7478907952737693,RNA,C1vsP1_rna,PMM0062,tier1:gene_id
TX50_RS00335,0.5704867464107396,4218.300495580355,0.0228151180248323,0.2138917314828033,RNA,C1vsP1_rna,PMM0063,tier1:gene_id
TX50_RS00340,-0.0316986149091116,134.3095919737239,0.9197437582277308,0.9707560362089048,RNA,C1vsP1_rna,PMM0064,tier1:gene_id
TX50_RS00345,-0.1795817393435226,832.9184824001401,0.3036587350822122,0.6388859525244565,RNA,C1vsP1_rna,PMM0065,tier1:gene_id
TX50_RS00350,0.0517051270792859,185.31861342097383,0.8507488574966431,0.9486299691715686,RNA,C1vsP1_rna,PMM0066,tier1:gene_id
TX50_RS00355,0.0041326320302716,227.67513107044647,0.9875899349045736,0.9932978979382872,RNA,C1vsP1_rna,PMM0067,tier1:gene_id
TX50_RS00360,0.2860362560402049,335.5426219660498,0.343527874228619,0.6748814170130806,RNA,C1vsP1_rna,PMM0068,tier1:gene_id
TX50_RS00365,-0.4658826060587246,79.25893119221303,0.1809983310624662,,RNA,C1vsP1_rna,PMM0069,tier1:gene_id
TX50_RS00370,-0.3266976521394777,229.678473687906,0.3164704267718898,0.6476722217241726,RNA,C1vsP1_rna,PMM0070,tier1:gene_id
TX50_RS00375,-0.0922833568124882,85.00174314496873,0.7977071840347675,,RNA,C1vsP1_rna,PMM0071,tier1:gene_id
TX50_RS00380,-0.152170242338248,523.507182542516,0.5935955505545214,0.8106725388426734,RNA,C1vsP1_rna,PMM0072,tier1:gene_id
TX50_RS00385,-0.1817810490659292,3127.660654591819,0.3069956509896452,0.6405833417755197,RNA,C1vsP1_rna,PMM0073,tier1:gene_id
TX50_RS00390,-0.3107806515224378,21.531033571151465,0.6764387531235302,,RNA,C1vsP1_rna,PMM0074,tier1:gene_id
TX50_RS00395,0.4538382776841996,2142.7856048971844,0.2526595606522173,0.590416336758463,RNA,C1vsP1_rna,PMM0075,tier1:gene_id
TX50_RS00405,-0.2625061002667692,475.7221412603148,0.2932729689403336,0.6301219970052118,RNA,C1vsP1_rna,PMM0076,tier1:gene_id
TX50_RS00410,-0.1517423231998116,149.69826693904457,0.4977013273433227,0.7536451215709459,RNA,C1vsP1_rna,PMM0077,tier1:gene_id
TX50_RS00415,-0.3090494723257119,114.89131568764422,0.3235876913232047,,RNA,C1vsP1_rna,PMM0078,tier1:gene_id
TX50_RS00420,0.0677496790613928,842.0402178679162,0.8370807873144366,0.9436055611868652,RNA,C1vsP1_rna,PMM0079,tier1:gene_id
TX50_RS00425,-0.150011184505799,68.3314359628229,0.6499976058967456,,RNA,C1vsP1_rna,PMM0080,tier1:gene_id
TX50_RS00430,-0.4545139322337593,293.182449827703,0.1512845101378255,0.5036233692577743,RNA,C1vsP1_rna,PMM0081,tier1:gene_id
TX50_RS00435,0.214802736267171,107.85796583608536,0.4300235338541465,,RNA,C1vsP1_rna,PMM0082,tier1:gene_id
TX50_RS00440,0.0293578039693427,974.3289024094468,0.8670671401543847,0.9513860617012396,RNA,C1vsP1_rna,PMM0083,tier1:gene_id
TX50_RS00445,0.2043508596517579,292.766551180999,0.362778209979904,0.6852444927325311,RNA,C1vsP1_rna,PMM0084,tier1:gene_id
