gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
ACZ81_RS06575,4.21570491790772,3.25269985198975,1.00053455740279e-11,5.50225938024708e-09,Proteome,A5vsA1_prot,ACZ81_06575,tier1:gene_id
ACZ81_RS12770,4.51179917653402,5.46107737223307,1.48574799344104e-11,5.50225938024708e-09,Proteome,A5vsA1_prot,ACZ81_12760,tier1:gene_id
ACZ81_RS09005,3.84187857309977,1.64502573013306,1.529648382214e-11,5.50225938024708e-09,Proteome,A5vsA1_prot,ACZ81_09005,tier1:gene_id
ACZ81_RS11440,4.31885178883871,4.06484842300415,1.64104223872904e-11,5.50225938024708e-09,Proteome,A5vsA1_prot,ACZ81_11430,tier1:gene_id
ACZ81_RS05525,4.17860253651937,2.29122575124105,1.66753150261803e-11,5.50225938024708e-09,Proteome,A5vsA1_prot,ACZ81_05525,tier1:gene_id
ACZ81_RS18650,4.26814937591553,2.97579304377238,1.6688940849919098e-11,5.50225938024708e-09,Proteome,A5vsA1_prot,ACZ81_18645,tier1:gene_id
ACZ81_RS16575,4.0246369043986,2.13109715779622,1.82393214632206e-11,5.50225938024708e-09,Proteome,A5vsA1_prot,ACZ81_16570,tier1:gene_id
ACZ81_RS03180,4.21384525299072,4.19750102361043,1.9792299928946297e-11,5.50225938024708e-09,Proteome,A5vsA1_prot,ACZ81_03190,tier1:gene_id
ACZ81_RS16745,4.21536095937093,4.69275871912638,2.76641286613987e-11,6.83611357143898e-09,Proteome,A5vsA1_prot,ACZ81_16740,tier1:gene_id
ACZ81_RS05600,4.04182656606038,3.33155218760173,3.1980018683344e-11,7.00658102381646e-09,Proteome,A5vsA1_prot,ACZ81_05600,tier1:gene_id
ACZ81_RS03045,4.33349577585857,3.21876573562622,3.46548521861426e-11,7.00658102381646e-09,Proteome,A5vsA1_prot,ACZ81_03055,tier1:gene_id
ACZ81_RS03895,4.42990144093832,3.0120735168457,3.9082898016824894e-11,7.243363765784881e-09,Proteome,A5vsA1_prot,ACZ81_03900,tier1:gene_id
ACZ81_RS02450,4.84160772959391,0.999070167541504,5.06757872678804e-11,7.360258216399491e-09,Proteome,A5vsA1_prot,ACZ81_02460,tier1:gene_id
ACZ81_RS01010,4.29369831085205,2.88589413960775,5.58404297015633e-11,7.360258216399491e-09,Proteome,A5vsA1_prot,ACZ81_01015,tier1:gene_id
ACZ81_RS14500,3.65647347768148,0.711264610290527,5.7196001847487695e-11,7.360258216399491e-09,Proteome,A5vsA1_prot,ACZ81_14495,tier1:gene_id
ACZ81_RS05530,4.62650330861408,7.19380362828572,5.78692752557678e-11,7.360258216399491e-09,Proteome,A5vsA1_prot,ACZ81_05530,tier1:gene_id
ACZ81_RS05900,4.20610268910727,5.66605377197266,5.86588029221688e-11,7.360258216399491e-09,Proteome,A5vsA1_prot,ACZ81_05900,tier1:gene_id
ACZ81_RS17980,4.37600421905518,0.874302705128987,6.036861789351029e-11,7.360258216399491e-09,Proteome,A5vsA1_prot,ACZ81_17980,tier1:gene_id
ACZ81_RS11110,4.40796248118083,4.15176105499268,6.9986447715331e-11,7.360258216399491e-09,Proteome,A5vsA1_prot,ACZ81_11100,tier1:gene_id
ACZ81_RS10595,4.48564116160075,3.77921454111735,7.024381133344549e-11,7.360258216399491e-09,Proteome,A5vsA1_prot,ACZ81_10585,tier1:gene_id
