gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
ACZ81_RS00005,-1.2325866568890893,4661.89608143276,0.0001129539547927,0.0023726244326107,RNA,C2vsA2_rna,ACZ81_00005,tier1:gene_id
ACZ81_RS00010,-0.2302055360371392,2059.3914137885563,0.374461338176078,0.6325446464282034,RNA,C2vsA2_rna,ACZ81_00010,tier1:gene_id
ACZ81_RS00015,-0.2786344338856807,557.1271017274662,0.3996469376882609,0.6556730049701546,RNA,C2vsA2_rna,ACZ81_00015,tier1:gene_id
ACZ81_RS00020,-0.0280631543996112,3109.651933699262,0.934168140685217,0.9708313667612825,RNA,C2vsA2_rna,ACZ81_00020,tier1:gene_id
ACZ81_RS00025,0.0400233594182243,160.5452115198893,0.8738769697644315,0.9546482752471784,RNA,C2vsA2_rna,ACZ81_00025,tier1:gene_id
ACZ81_RS00030,0.6917434159075381,2892.2392833721387,0.1180632685074588,0.3253685552112217,RNA,C2vsA2_rna,ACZ81_00030,tier1:gene_id
ACZ81_RS00035,0.60611302402215,1662.4070368377895,0.0257437825606029,0.1256188475947658,RNA,C2vsA2_rna,ACZ81_00035,tier1:gene_id
ACZ81_RS00040,-0.2709271903916959,258.53012275560167,0.2809229759551307,0.53746446329613,RNA,C2vsA2_rna,ACZ81_00040,tier1:gene_id
ACZ81_RS00045,-0.0606471526482601,892.2474602287139,0.8551788383328899,0.9476840481986898,RNA,C2vsA2_rna,ACZ81_00045,tier1:gene_id
ACZ81_RS00050,-0.682835459501563,964.303048675474,0.0338390965894451,0.1498481848971898,RNA,C2vsA2_rna,ACZ81_00050,tier1:gene_id
ACZ81_RS00055,-0.3319878145462881,424.2322444295289,0.3699837480654188,0.6292101414908241,RNA,C2vsA2_rna,ACZ81_00055,tier1:gene_id
ACZ81_RS00060,0.22369184644412,3386.553316232701,0.3300313003590931,0.5897931300849363,RNA,C2vsA2_rna,ACZ81_00060,tier1:gene_id
ACZ81_RS00065,-0.5412345388852292,984.317160815007,0.0103672137765612,0.0664429100184726,RNA,C2vsA2_rna,ACZ81_00065,tier1:gene_id
ACZ81_RS00070,0.927554723924798,1441.6967365650412,0.029388200556219,0.1367812768347456,RNA,C2vsA2_rna,ACZ81_00070,tier1:gene_id
ACZ81_RS00075,0.0344683288461415,696.7404360344724,0.8482638198075099,0.9448180025174152,RNA,C2vsA2_rna,ACZ81_00075,tier1:gene_id
ACZ81_RS00080,-0.4469240815341485,466.4416786304536,0.071080493460741,0.2364634658080372,RNA,C2vsA2_rna,ACZ81_00080,tier1:gene_id
ACZ81_RS00085,0.3195228501688638,462.5721350081219,0.1860249218276518,0.429914738693859,RNA,C2vsA2_rna,ACZ81_00085,tier1:gene_id
ACZ81_RS00090,0.0785380485778103,531.7858593561232,0.8421354230682463,0.9419145016308348,RNA,C2vsA2_rna,ACZ81_00090,tier1:gene_id
ACZ81_RS00095,-0.5438193195416304,1291.6300194768455,0.0669595095370263,0.2279879596351325,RNA,C2vsA2_rna,ACZ81_00095,tier1:gene_id
ACZ81_RS00100,-0.7843193909924946,5101.493465766092,0.0214304569069965,0.1106550747887648,RNA,C2vsA2_rna,ACZ81_00100,tier1:gene_id
ACZ81_RS00105,0.8049967637359847,1556.081876129771,0.04739321916041,0.1868669970866796,RNA,C2vsA2_rna,ACZ81_00105,tier1:gene_id
ACZ81_RS00110,0.3934119002822299,613.575593861557,0.2618536637545794,0.5180260843113278,RNA,C2vsA2_rna,ACZ81_00110,tier1:gene_id
ACZ81_RS00115,0.379436728019663,3014.3512628209605,0.1195259759750529,0.3262474807468675,RNA,C2vsA2_rna,ACZ81_00115,tier1:gene_id
ACZ81_RS00120,-0.1306261026812765,255.4590279754597,0.677934099958666,0.8613456773175844,RNA,C2vsA2_rna,ACZ81_00120,tier1:gene_id
ACZ81_RS00125,0.0589256223932668,196.9206399808533,0.8479351459689498,0.944714192065378,RNA,C2vsA2_rna,ACZ81_00125,tier1:gene_id
ACZ81_RS00130,0.5345659560804428,158.70564873644452,0.0980396473691359,0.2928096295465926,RNA,C2vsA2_rna,ACZ81_00130,tier1:gene_id
ACZ81_RS00135,-5.331014498424361,287.94847033631896,4.749651129429348e-06,0.0001614881384005,RNA,C2vsA2_rna,ACZ81_00135,tier1:gene_id
ACZ81_RS00140,-0.4965292959834892,87.95332994412374,0.0567724750392599,0.2068694386254204,RNA,C2vsA2_rna,ACZ81_00140,tier1:gene_id
ACZ81_RS00145,-0.0836480883026914,214.7079769439887,0.7635858000285395,0.9022660275354628,RNA,C2vsA2_rna,ACZ81_00145,tier1:gene_id
ACZ81_RS00150,-0.0997295809300641,475.3645439551685,0.608504855662537,0.8184114920945686,RNA,C2vsA2_rna,ACZ81_00150,tier1:gene_id
ACZ81_RS00155,-0.5547514300115086,388.5406480708241,0.0258633105052755,0.1256188475947658,RNA,C2vsA2_rna,ACZ81_00155,tier1:gene_id
ACZ81_RS00180,0.4089006453117165,83.06394679967222,0.5279498463173362,0.756476708366126,RNA,C2vsA2_rna,ACZ81_00180,tier1:gene_id
ACZ81_RS00185,0.1851613803460609,146.32040671107194,0.524154522308738,0.7538695316834044,RNA,C2vsA2_rna,ACZ81_00185,tier1:gene_id
ACZ81_RS00190,0.1127871548598143,152.9795615675542,0.7396114717549158,0.8892145767639511,RNA,C2vsA2_rna,ACZ81_00190,tier1:gene_id
ACZ81_RS00195,-0.1321350276527059,125.44152045513596,0.6427750453567656,0.8427495039122037,RNA,C2vsA2_rna,ACZ81_00195,tier1:gene_id
ACZ81_RS00200,-0.1591766541196797,153.6092224492428,0.6710492319829555,0.8595943546346161,RNA,C2vsA2_rna,ACZ81_00200,tier1:gene_id
ACZ81_RS00205,-0.3214068519398164,258.04984908791573,0.4449539386505274,0.6965100280397643,RNA,C2vsA2_rna,ACZ81_00205,tier1:gene_id
ACZ81_RS00210,0.2526821051859151,131.17694763852066,0.3957686715523134,0.6534254774764944,RNA,C2vsA2_rna,ACZ81_00210,tier1:gene_id
ACZ81_RS00215,0.0725119343072581,562.7279291514704,0.8015297386640317,0.92273667475469,RNA,C2vsA2_rna,ACZ81_00215,tier1:gene_id
ACZ81_RS00220,-0.4753196337364321,69.56860381538597,0.1346507304089876,0.3519340263197775,RNA,C2vsA2_rna,ACZ81_00220,tier1:gene_id
ACZ81_RS00225,0.2371360494594518,1219.9736127505785,0.4557699687809944,0.7033159557694415,RNA,C2vsA2_rna,ACZ81_00225,tier1:gene_id
ACZ81_RS00230,0.0246926367424905,656.8374852753045,0.9320766407850816,0.9708313667612825,RNA,C2vsA2_rna,ACZ81_00230,tier1:gene_id
ACZ81_RS00235,0.2454019494691094,1076.058944981807,0.2439971596879419,0.4986839555109644,RNA,C2vsA2_rna,ACZ81_00235,tier1:gene_id
ACZ81_RS00240,-0.4108593467585287,120.08726277533192,0.0917533766762931,0.2792978355275328,RNA,C2vsA2_rna,ACZ81_00240,tier1:gene_id
ACZ81_RS00245,-0.2114060613890304,13866.363026558374,0.5817733368530379,0.7995964716166245,RNA,C2vsA2_rna,ACZ81_00245,tier1:gene_id
ACZ81_RS00250,-0.1178202504549932,251.94275716051257,0.7693419875483405,0.9054268272349494,RNA,C2vsA2_rna,ACZ81_00250,tier1:gene_id
ACZ81_RS00255,-0.0266106390551883,112.06646700724454,0.9461444874374604,0.9765710531512968,RNA,C2vsA2_rna,ACZ81_00255,tier1:gene_id
ACZ81_RS00260,0.6104889123315357,377.1285487408503,0.0263471507627279,0.1268964812245672,RNA,C2vsA2_rna,ACZ81_00260,tier1:gene_id
ACZ81_RS00265,0.2225119952014275,5242.482040030117,0.6520786352480246,0.8482942557117622,RNA,C2vsA2_rna,ACZ81_00265,tier1:gene_id
ACZ81_RS00270,0.3734779547097016,2516.352591078579,0.4793477333287321,0.7190571627135527,RNA,C2vsA2_rna,ACZ81_00270,tier1:gene_id
ACZ81_RS00275,-0.6661328713484168,345.68062363758327,0.0503952499571861,0.1936645046247422,RNA,C2vsA2_rna,ACZ81_00275,tier1:gene_id
ACZ81_RS00280,-0.5053296013031613,382.1429805793016,0.0268546964574526,0.1284938577065902,RNA,C2vsA2_rna,ACZ81_00280,tier1:gene_id
ACZ81_RS00285,-0.0725986156691016,275.99563765803885,0.7834176882328294,0.9152800714007312,RNA,C2vsA2_rna,ACZ81_00285,tier1:gene_id
ACZ81_RS00290,0.1709736771802996,219.6856865350664,0.6126678627589557,0.8209831213723883,RNA,C2vsA2_rna,ACZ81_00290,tier1:gene_id
ACZ81_RS00295,-0.744234044684515,288.05231975857134,0.0012977740019512,0.0147590003960569,RNA,C2vsA2_rna,ACZ81_00295,tier1:gene_id
ACZ81_RS00300,-0.711609220484326,612.4321337778085,0.0031485165310333,0.0286436469898089,RNA,C2vsA2_rna,ACZ81_00300,tier1:gene_id
ACZ81_RS00305,-0.1901877454081879,517.2613444994904,0.5048746963898373,0.7400647723478361,RNA,C2vsA2_rna,ACZ81_00305,tier1:gene_id
ACZ81_RS00310,0.8618764706727309,3845.429327987116,0.0006938831806448,0.0096661781970391,RNA,C2vsA2_rna,ACZ81_00310,tier1:gene_id
ACZ81_RS00315,0.6384453316589915,3128.9408886356264,0.0537218040607286,0.2014316615809751,RNA,C2vsA2_rna,ACZ81_00315,tier1:gene_id
ACZ81_RS00320,0.6105357599778308,796.266971982868,0.0178891216623026,0.0984515172965133,RNA,C2vsA2_rna,ACZ81_00320,tier1:gene_id
ACZ81_RS00325,0.2402446210692474,246.067596261958,0.400787123681576,0.6568455638114719,RNA,C2vsA2_rna,ACZ81_00325,tier1:gene_id
ACZ81_RS00330,0.5520839968195296,516.9041780137908,0.1408111620558551,0.3609804358901539,RNA,C2vsA2_rna,ACZ81_00330,tier1:gene_id
ACZ81_RS00335,-0.27688687608438,240.3320428142352,0.2653021379244147,0.5220167618208691,RNA,C2vsA2_rna,ACZ81_00335,tier1:gene_id
ACZ81_RS00340,-0.6340207542377837,232.49788225746263,0.080320487571559,0.2569743190885925,RNA,C2vsA2_rna,ACZ81_00340,tier1:gene_id
ACZ81_RS00345,0.7176793720352139,175.72517122303077,0.2755356535212461,0.5322335300564465,RNA,C2vsA2_rna,ACZ81_00345,tier1:gene_id
ACZ81_RS00350,0.3990234108220586,461.0219458681487,0.103682005352026,0.3029659180424824,RNA,C2vsA2_rna,ACZ81_00350,tier1:gene_id
ACZ81_RS00355,-0.017152097222402,3194.804882229915,0.9252363304039972,0.9700736661076508,RNA,C2vsA2_rna,ACZ81_00355,tier1:gene_id
ACZ81_RS00360,0.5327969768951841,656.928307133229,0.1891650627177294,0.4341338179772803,RNA,C2vsA2_rna,ACZ81_00360,tier1:gene_id
ACZ81_RS00370,0.0545321471647742,94.53129545700656,0.8786153470913257,0.955852583676635,RNA,C2vsA2_rna,ACZ81_00370,tier1:gene_id
ACZ81_RS00375,0.6733914175707783,13.756901065059974,0.4309829028997979,0.6859664575137427,RNA,C2vsA2_rna,ACZ81_00375,tier1:gene_id
ACZ81_RS00380,-0.1783642619332202,93.42496569111594,0.6440783405739371,0.8437532587642025,RNA,C2vsA2_rna,ACZ81_00380,tier1:gene_id
ACZ81_RS00385,-0.2688911007947839,131.5679646133276,0.4847879584688511,0.7224997360241571,RNA,C2vsA2_rna,ACZ81_00385,tier1:gene_id
ACZ81_RS00390,0.0103350597339877,82.78152585036624,0.9746993887227128,0.9901315028077778,RNA,C2vsA2_rna,ACZ81_00390,tier1:gene_id
ACZ81_RS00395,0.1879517383323338,60.29149226639222,0.74607291200558,0.8925534220803542,RNA,C2vsA2_rna,ACZ81_00395,tier1:gene_id
ACZ81_RS00400,0.2717339650451362,862.9442520704338,0.4541005534109351,0.7015215326471589,RNA,C2vsA2_rna,ACZ81_00400,tier1:gene_id
ACZ81_RS00405,0.2148040122440676,514.3431252969833,0.4161930704286873,0.6735943461753705,RNA,C2vsA2_rna,ACZ81_00405,tier1:gene_id
ACZ81_RS00420,0.4070933972656589,82.96760438220124,0.5012673394947139,0.7377419537977962,RNA,C2vsA2_rna,ACZ81_00420,tier1:gene_id
ACZ81_RS00425,-0.1427839599215384,235.20834326608127,0.5630549514645363,0.7836116966241002,RNA,C2vsA2_rna,ACZ81_00425,tier1:gene_id
