gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
TX50_RS01980,2.60293324788411,0.916715558369955,5.95146673564248e-07,0.0004868286644235,Proteome,C2vsC1_prot,PMM0372,tier1:gene_id
TX50_RS05125,1.79564603169759,2.04648812611898,8.76324447234272e-07,0.0004868286644235,Proteome,C2vsC1_prot,PMM0963,tier1:gene_id
TX50_RS09075,1.11675389607747,1.46785945892334,1.02562218628559e-06,0.0004868286644235,Proteome,C2vsC1_prot,PMM1700,tier1:gene_id
TX50_RS05175,1.43806902567546,-0.20702444712321,2.48619601690014e-06,0.0008850857820164,Proteome,C2vsC1_prot,PMM0973,tier1:gene_id
TX50_RS08845,-0.988426844278973,3.74974295298258,3.18650327811504e-06,0.0009075161336071,Proteome,C2vsC1_prot,PMM1655,tier1:gene_id
TX50_RS01985,1.7087459564209,-0.255776659647624,5.2263531420442e-06,0.0012403878123784,Proteome,C2vsC1_prot,PMM0373,tier1:gene_id
TX50_RS05585,2.32117589314778,-1.72601579030355,6.90796724165451e-06,0.0014052779074451,Proteome,C2vsC1_prot,PMM1039,tier1:gene_id
TX50_RS05180,1.49956321716309,1.34725170135498,1.09943130000867e-05,0.0017487735074487,Proteome,C2vsC1_prot,PMM0974,tier1:gene_id
TX50_RS05170,1.69619687398275,-1.34694054921468,1.13566714157543e-05,0.0017487735074487,Proteome,C2vsC1_prot,PMM0972,tier1:gene_id
TX50_RS07865,1.34688440958659,1.29842980702718,1.24467904055993e-05,0.0017487735074487,Proteome,C2vsC1_prot,PMM1463,tier1:gene_id
TX50_RS04160,1.04220898946127,-0.19498831431071,1.46820507840964e-05,0.0017487735074487,Proteome,C2vsC1_prot,PMM0779,tier1:gene_id
TX50_RS07755,-1.68563524881999,3.03145872751872,1.53196568123218e-05,0.0017487735074487,Proteome,C2vsC1_prot,PMM1440,tier1:gene_id
TX50_RS01975,2.7204049428304,-2.5107385635376,1.61573967257723e-05,0.0017487735074487,Proteome,C2vsC1_prot,PMM0371,tier1:gene_id
TX50_RS01795,1.12920188903809,-2.13131898244222,1.719299796649e-05,0.0017487735074487,Proteome,C2vsC1_prot,PMM0339,tier1:gene_id
