gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1
ACZ81_RS19455,3.69688860575358,0.451879564921062,1.12098340820856e-12,2.49306709985583e-09,Proteome,C5vsC1_prot
ACZ81_RS17215,4.73836580912272,0.708946418762206,4.77660739072067e-12,3.5644397929367102e-09,Proteome,C5vsC1_prot
ACZ81_RS17170,-2.51040585835775,2.93716220855713,4.8081472027024e-12,3.5644397929367102e-09,Proteome,C5vsC1_prot
ACZ81_RS10345,-3.6797669728597,4.15184332529704,4.2325295128702494e-11,1.51352035548067e-08,Proteome,C5vsC1_prot
ACZ81_RS09465,2.61406071980794,0.80071989695231,4.52233793926318e-11,1.51352035548067e-08,Proteome,C5vsC1_prot
ACZ81_RS10115,4.52769724527995,1.01206518809001,4.8003836570036094e-11,1.51352035548067e-08,Proteome,C5vsC1_prot
ACZ81_RS18535,6.83469645182292,-1.62273502349854,5.0004149808126397e-11,1.51352035548067e-08,Proteome,C5vsC1_prot
ACZ81_RS18510,3.22084108988444,-1.99762795766195,5.4443178254700395e-11,1.51352035548067e-08,Proteome,C5vsC1_prot
ACZ81_RS16015,2.43283462524414,0.80620543162028,1.00156531271301e-10,2.47497917274861e-08,Proteome,C5vsC1_prot
ACZ81_RS09835,3.90130297342937,-1.62597599029541,1.33705711680472e-10,2.7791899899746e-08,Proteome,C5vsC1_prot
ACZ81_RS04240,-3.81578890482584,3.40976594289144,1.37459936554499e-10,2.7791899899746e-08,Proteome,C5vsC1_prot
ACZ81_RS02225,-2.1059029897054,4.26987400054932,2.01926368214729e-10,3.60702300276567e-08,Proteome,C5vsC1_prot
ACZ81_RS07090,-1.75747489929199,4.73927949269613,2.10842171924252e-10,3.60702300276567e-08,Proteome,C5vsC1_prot
ACZ81_RS18915,3.76478004455566,0.23923282623291,2.45227111625691e-10,3.8956078303967e-08,Proteome,C5vsC1_prot
ACZ81_RS15765,3.02955627441406,-0.369938087463379,2.7839829334706e-10,4.12771869602575e-08,Proteome,C5vsC1_prot
ACZ81_RS09365,2.59981282552084,0.26354808807373,3.40287170597607e-10,4.72999167130673e-08,Proteome,C5vsC1_prot
ACZ81_RS17180,-1.74774869283041,1.69139385223389,4.4626112385155403e-10,5.62499312203642e-08,Proteome,C5vsC1_prot
ACZ81_RS16805,-2.75361124674479,3.14084237416585,4.5526023469719203e-10,5.62499312203642e-08,Proteome,C5vsC1_prot
ACZ81_RS05885,1.62525494893392,2.71775862375895,5.12407484833215e-10,5.83863704802443e-08,Proteome,C5vsC1_prot
ACZ81_RS08650,2.6286792755127,0.559938112894694,5.25057288491405e-10,5.83863704802443e-08,Proteome,C5vsC1_prot
ACZ81_RS02650,2.40910085042318,2.6120808283488,6.79020494738966e-10,7.19115038237838e-08,Proteome,C5vsC1_prot
ACZ81_RS01010,2.94815381368001,2.76278324127197,7.77722555861141e-10,7.8620680192508e-08,Proteome,C5vsC1_prot
ACZ81_RS09825,3.74248250325521,1.15927130381266,8.29249196300592e-10,8.0184791850979e-08,Proteome,C5vsC1_prot
ACZ81_RS17120,1.79777844746907,1.99639670054118,1.10349683531212e-09,1.0225737340559e-07,Proteome,C5vsC1_prot
ACZ81_RS06945,2.46483929951986,-0.419182141621908,1.18292889287046e-09,1.02270846908256e-07,Proteome,C5vsC1_prot
ACZ81_RS18525,3.87167453765869,-3.11759974161784,1.1956124188914802e-09,1.02270846908256e-07,Proteome,C5vsC1_prot
ACZ81_RS09905,3.37001164754232,-0.610713259379069,1.24736395636881e-09,1.0274583107275e-07,Proteome,C5vsC1_prot
ACZ81_RS19200,-2.1380729675293,3.5706636428833,1.35448524315987e-09,1.0758482788527e-07,Proteome,C5vsC1_prot
ACZ81_RS17535,-2.44511032104492,2.06433480580648,1.43765399917532e-09,1.09238922918248e-07,Proteome,C5vsC1_prot
ACZ81_RS10390,-2.14193916320801,4.14974943796794,1.5100752948162801e-09,1.09238922918248e-07,Proteome,C5vsC1_prot
ACZ81_RS13585,-1.82865905761719,2.97313442230225,1.5226648428352902e-09,1.09238922918248e-07,Proteome,C5vsC1_prot
ACZ81_RS08840,1.70166905721029,2.46115156809489,1.9461206606369e-09,1.32149456320816e-07,Proteome,C5vsC1_prot
ACZ81_RS07445,2.73175621032715,-0.0292893091837571,1.96085074576751e-09,1.32149456320816e-07,Proteome,C5vsC1_prot
ACZ81_RS16290,-2.32503445943196,2.80203393300374,3.02014829685434e-09,1.97553229770707e-07,Proteome,C5vsC1_prot
ACZ81_RS19620,-1.93393770853679,4.14602603912354,3.5687230011593505e-09,2.26766855845097e-07,Proteome,C5vsC1_prot
ACZ81_RS14420,1.82131385803223,2.01694952646891,4.04187321691442e-09,2.49697945400491e-07,Proteome,C5vsC1_prot
ACZ81_RS15065,-1.59633255004883,3.69480838775635,4.51754609812817e-09,2.7154114924965e-07,Proteome,C5vsC1_prot
ACZ81_RS08660,1.70517539978027,-1.04448744455973,4.937000066658281e-09,2.88944424953895e-07,Proteome,C5vsC1_prot
ACZ81_RS02475,4.09452565511068,-1.29290040334066,5.1888746526890805e-09,2.95898903271295e-07,Proteome,C5vsC1_prot
ACZ81_RS18485,-2.64950116475423,2.96521701812744,6.19211493635476e-09,3.44281590461325e-07,Proteome,C5vsC1_prot
