SeqID	Localization	Score
WP_002805124.1 MULTISPECIES: photosystem II reaction center protein I [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_002805169.1 MULTISPECIES: ATP synthase F0 subunit C [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002805854.1 MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Prochlorococcus]	Cytoplasmic	8.96
WP_002806014.1 MULTISPECIES: 30S ribosomal protein S18 [Prochlorococcus]	Cytoplasmic	9.26
WP_002806486.1 MULTISPECIES: 30S ribosomal protein S21 [Prochlorococcus]	Unknown	2.00
WP_002807316.1 MULTISPECIES: photosystem II D2 protein (photosystem q(a) protein) [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_006043540.1 MULTISPECIES: SH3 domain-containing protein [Cyanophyceae]	Unknown	2.00
WP_007099573.1 MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Cyanophyceae]	CytoplasmicMembrane	10.00
WP_011131731.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011131741.1 MULTISPECIES: cytochrome b6-f complex subunit PetL [Prochlorococcus]	Unknown	2.00
WP_011131773.1 MULTISPECIES: response regulator transcription factor RpaB [Prochlorococcus]	Cytoplasmic	9.97
WP_011131862.1 MULTISPECIES: photosystem II q(b) protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131889.1 MULTISPECIES: photosystem II reaction center phosphoprotein PsbH [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131909.1 MULTISPECIES: photosystem II reaction center protein K [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131937.1 MULTISPECIES: photosystem II reaction center protein J [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131951.1 MULTISPECIES: photosystem II reaction center protein T [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011132543.1 MULTISPECIES: YggT family protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011132751.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011132786.1 MULTISPECIES: cytochrome b6-f complex subunit PetM [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011132955.1 MULTISPECIES: HU family DNA-binding protein [Prochlorococcus]	Cytoplasmic	9.26
WP_011133138.1 MULTISPECIES: 30S ribosomal protein S7 [Prochlorococcus]	Cytoplasmic	9.26
WP_011133166.1 MULTISPECIES: 50S ribosomal protein L36 [Prochlorococcus]	Cytoplasmic	9.26
WP_011133176.1 MULTISPECIES: 50S ribosomal protein L14 [Prochlorococcus]	Cytoplasmic	9.26
WP_011376108.1 MULTISPECIES: ribulose bisphosphate carboxylase small subunit [Prochlorococcus]	Unknown	2.00
WP_011819097.1 high light inducible protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011819271.1 MULTISPECIES: 50S ribosomal protein L35 [Prochlorococcus]	Cytoplasmic	9.26
WP_011819326.1 DNA polymerase III subunit beta [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011819327.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011819328.1 phosphoribosylformylglycinamidine synthase subunit PurL [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011819329.1 amidophosphoribosyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011819330.1 DNA gyrase/topoisomerase IV subunit A [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011819331.1 tetratricopeptide repeat protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011819332.1 tRNA epoxyqueuosine(34) reductase QueG [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011819333.1 DUF502 domain-containing protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011819334.1 transcription antitermination factor NusB [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011819335.1 signal recognition particle-docking protein FtsY [Prochlorococcus marinus]	Cytoplasmic	9.12
WP_011819337.1 argininosuccinate lyase [Prochlorococcus marinus]	Cytoplasmic	9.94
WP_011819338.1 RNA recognition motif domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011819339.1 tRNA dihydrouridine(20/20a) synthase DusA [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011819340.1 peptide-methionine (R)-S-oxide reductase MsrB [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011819341.1 nucleotide exchange factor GrpE [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011819342.1 molecular chaperone DnaJ [Prochlorococcus marinus]	Cytoplasmic	9.97
