SeqID	Localization	Score
WP_010179497.1 MULTISPECIES: 30S ribosomal protein S10 [Alteromonadaceae]	Cytoplasmic	9.97
WP_012219864.1 MULTISPECIES: defense against restriction DarA-related protein [Gammaproteobacteria]	Unknown	2.00
WP_012219870.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Unknown	2.00
WP_012219872.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Cytoplasmic	8.96
WP_012219881.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Unknown	2.00
WP_012219893.1 MULTISPECIES: diversity-generating retroelement protein Avd [Gammaproteobacteria]	Unknown	2.00
WP_012219903.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Cytoplasmic	8.96
WP_012219915.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Unknown	2.00
WP_012219924.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Cytoplasmic	8.96
WP_012219932.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Unknown	2.00
WP_012219938.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Unknown	2.00
WP_012219940.1 MULTISPECIES: reverse transcriptase/maturase family protein [Gammaproteobacteria]	Cytoplasmic	8.96
WP_012219943.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Cytoplasmic	8.96
WP_012516526.1 MULTISPECIES: DNA polymerase III subunit beta [Alteromonas]	Cytoplasmic	9.97
WP_012516568.1 MULTISPECIES: nucleoid occlusion factor SlmA [Alteromonas]	Cytoplasmic	9.97
WP_012516577.1 MULTISPECIES: 50S ribosomal protein L33 [Alteromonadaceae]	Cytoplasmic	9.26
WP_012516741.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_012516884.1 MULTISPECIES: TolC family protein [Alteromonas]	OuterMembrane	10.00
WP_012516885.1 MULTISPECIES: efflux RND transporter periplasmic adaptor subunit [Gammaproteobacteria]	OuterMembrane	9.52
WP_012516886.1 MULTISPECIES: efflux RND transporter permease subunit [Alteromonas]	CytoplasmicMembrane	10.00
WP_012516887.1 MULTISPECIES: cation diffusion facilitator family transporter [Gammaproteobacteria]	CytoplasmicMembrane	10.00
WP_012516896.1 MULTISPECIES: glycosyltransferase family 2 protein [Alteromonas]	CytoplasmicMembrane	7.88
WP_012516900.1 MULTISPECIES: copper resistance CopC family protein [Gammaproteobacteria]	Unknown	2.50
WP_012516901.1 MULTISPECIES: copper resistance D family protein [Gammaproteobacteria]	CytoplasmicMembrane	10.00
WP_012516902.1 MULTISPECIES: YybH family protein [Gammaproteobacteria]	Unknown	2.50
WP_012516904.1 MULTISPECIES: formyltransferase family protein [Alteromonas]	Unknown	2.00
WP_012516906.1 MULTISPECIES: MerR family transcriptional regulator [Gammaproteobacteria]	Cytoplasmic	9.26
WP_012516907.1 MULTISPECIES: heavy metal translocating P-type ATPase [Gammaproteobacteria]	CytoplasmicMembrane	10.00
WP_012516908.1 MULTISPECIES: cupredoxin domain-containing protein [Gammaproteobacteria]	Unknown	2.00
WP_012516909.1 MULTISPECIES: DUF2933 domain-containing protein [Gammaproteobacteria]	Unknown	2.00
WP_012516910.1 MULTISPECIES: methyltransferase family protein [Gammaproteobacteria]	CytoplasmicMembrane	10.00
WP_012516911.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Unknown	2.50
WP_012516912.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Cytoplasmic	8.96
WP_012516913.1 MULTISPECIES: DUF5676 family membrane protein [Gammaproteobacteria]	CytoplasmicMembrane	9.82
WP_012516914.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Unknown	2.00
WP_012516958.1 MULTISPECIES: 50S ribosomal protein L4 [Alteromonas]	Cytoplasmic	9.97
WP_012516959.1 MULTISPECIES: 50S ribosomal protein L23 [Alteromonas]	Cytoplasmic	9.26
WP_012516961.1 MULTISPECIES: 30S ribosomal protein S19 [Alteromonas]	Cytoplasmic	9.97
WP_012516988.1 MULTISPECIES: P-II family nitrogen regulator [Alteromonas]	CytoplasmicMembrane	7.88
WP_012517074.1 MULTISPECIES: thioredoxin TrxA [Alteromonas]	Cytoplasmic	9.26
WP_012517169.1 MULTISPECIES: 50S ribosomal protein L21 [Alteromonas]	Cytoplasmic	9.97
WP_012517170.1 MULTISPECIES: 50S ribosomal protein L27 [Alteromonas]	Cytoplasmic	9.26
WP_012517258.1 MULTISPECIES: 30S ribosomal protein S21 [Alteromonadaceae]	Cytoplasmic	9.26
WP_012517332.1 MULTISPECIES: stringent starvation protein SspA [Alteromonas]	Cytoplasmic	9.97
WP_012517338.1 MULTISPECIES: ribosome hibernation promoting factor [Alteromonas]	Cytoplasmic	9.26
WP_012517351.1 MULTISPECIES: BolA family protein [Alteromonas]	Unknown	2.00
WP_012517538.1 MULTISPECIES: transcriptional regulator NrdR [Alteromonas]	Cytoplasmic	9.97
WP_012517627.1 MULTISPECIES: flagellar basal body rod protein FlgC [Alteromonas]	Periplasmic	9.44
WP_012517628.1 MULTISPECIES: flagellar hook assembly protein FlgD [Alteromonas]	Extracellular	9.71
WP_012517675.1 MULTISPECIES: flagellar biosynthesis protein FliQ [Alteromonas]	CytoplasmicMembrane	10.00
WP_012517682.1 MULTISPECIES: chemotaxis response regulator CheY [Alteromonadaceae]	Cytoplasmic	9.97
WP_012517705.1 MULTISPECIES: carbon storage regulator CsrA [Alteromonas]	Unknown	2.00
WP_012517736.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Gammaproteobacteria]	CytoplasmicMembrane	10.00
WP_012517737.1 MULTISPECIES: ExbD/TolR family protein [Alteromonas]	Unknown	2.00
WP_012517787.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	CytoplasmicMembrane	9.82
WP_012517852.1 MULTISPECIES: dihydroneopterin triphosphate 2'-epimerase [Alteromonas]	Unknown	2.00
WP_012517879.1 MULTISPECIES: outer membrane protein assembly factor BamE [Alteromonas]	OuterMembrane	9.92
WP_012518091.1 MULTISPECIES: 50S ribosomal protein L35 [Alteromonadaceae]	Cytoplasmic	9.26
WP_012518092.1 MULTISPECIES: 50S ribosomal protein L20 [Alteromonas]	Cytoplasmic	9.26
WP_012518127.1 MULTISPECIES: phenylalanine--tRNA ligase subunit alpha [Alteromonas]	Cytoplasmic	10.00
WP_012518206.1 MULTISPECIES: 50S ribosomal protein L32 [Alteromonas]	Cytoplasmic	9.26
WP_012518211.1 MULTISPECIES: acyl carrier protein [Alteromonadaceae]	Cytoplasmic	9.97
WP_012518257.1 MULTISPECIES: 30S ribosomal protein S15 [Alteromonas]	Cytoplasmic	9.26
WP_012518305.1 MULTISPECIES: MarR family winged helix-turn-helix transcriptional regulator [Alteromonas]	Cytoplasmic	9.97
WP_012518312.1 MULTISPECIES: DUF1244 domain-containing protein [Alteromonas]	Unknown	2.00
WP_012518362.1 MULTISPECIES: succinate dehydrogenase iron-sulfur subunit [Alteromonas]	CytoplasmicMembrane	9.82
WP_012518366.1 MULTISPECIES: succinate--CoA ligase subunit alpha [Alteromonadales]	Cytoplasmic	9.97
WP_012518545.1 MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit I [Alteromonas]	CytoplasmicMembrane	10.00
WP_012518547.1 MULTISPECIES: cbb3-type cytochrome oxidase subunit 3 [Alteromonas]	CytoplasmicMembrane	9.82
WP_012518842.1 MULTISPECIES: type II toxin-antitoxin system ParD family antitoxin [Alteromonas]	Unknown	2.00
WP_012518957.1 MULTISPECIES: RNA polymerase sigma factor RpoE [Alteromonas]	Cytoplasmic	9.97
WP_012518978.1 MULTISPECIES: nucleoid-associated protein HU-beta [Alteromonas]	Cytoplasmic	9.26
WP_012519000.1 MULTISPECIES: nucleoside-diphosphate kinase [Alteromonas]	Cytoplasmic	9.26
WP_012519093.1 MULTISPECIES: DUF2788 domain-containing protein [Gammaproteobacteria]	CytoplasmicMembrane	9.82
WP_012519109.1 MULTISPECIES: 5'-deoxynucleotidase [Alteromonas]	Cytoplasmic	8.96
WP_012519214.1 MULTISPECIES: 30S ribosomal protein S4 [Gammaproteobacteria]	Cytoplasmic	9.97
WP_012519215.1 MULTISPECIES: 30S ribosomal protein S11 [Gammaproteobacteria]	Cytoplasmic	9.26
WP_012519216.1 MULTISPECIES: 30S ribosomal protein S13 [Gammaproteobacteria]	Cytoplasmic	9.97
WP_012519217.1 MULTISPECIES: 50S ribosomal protein L36 [Gammaproteobacteria]	Cytoplasmic	9.26
WP_012519218.1 MULTISPECIES: preprotein translocase subunit SecY [Alteromonas]	CytoplasmicMembrane	10.00
WP_012519219.1 MULTISPECIES: 50S ribosomal protein L15 [Alteromonas]	Cytoplasmic	9.97
WP_012519220.1 MULTISPECIES: 50S ribosomal protein L30 [Alteromonas/Salinimonas group]	Cytoplasmic	9.26
WP_012519221.1 MULTISPECIES: 30S ribosomal protein S5 [Alteromonas]	Cytoplasmic	9.97
WP_012519223.1 MULTISPECIES: 50S ribosomal protein L6 [Alteromonas]	Cytoplasmic	9.26
WP_012519224.1 MULTISPECIES: 30S ribosomal protein S8 [Alteromonas]	Cytoplasmic	9.97
WP_012519225.1 MULTISPECIES: 30S ribosomal protein S14 [Alteromonas]	Cytoplasmic	9.26
WP_012519226.1 MULTISPECIES: 50S ribosomal protein L5 [Alteromonas]	Cytoplasmic	9.97
WP_012519227.1 MULTISPECIES: 50S ribosomal protein L24 [Alteromonas]	Cytoplasmic	9.97
WP_012519228.1 MULTISPECIES: 50S ribosomal protein L14 [Alteromonas]	Cytoplasmic	9.26
WP_012519465.1 MULTISPECIES: division/cell wall cluster transcriptional repressor MraZ [Alteromonas]	Cytoplasmic	9.97
WP_012519516.1 MULTISPECIES: DUF3545 family protein [Alteromonas]	Unknown	2.00
WP_012519823.1 MULTISPECIES: bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA [Alteromonas]	Cytoplasmic	9.97
WP_012519905.1 MULTISPECIES: transcription antiterminator/RNA stability regulator CspE [Alteromonas]	Cytoplasmic	9.26
WP_012519953.1 MULTISPECIES: 50S ribosomal protein L9 [Alteromonas]	Cytoplasmic	9.97
WP_012519954.1 MULTISPECIES: 30S ribosomal protein S18 [Alteromonas/Salinimonas group]	Cytoplasmic	9.26
WP_012519975.1 MULTISPECIES: cytochrome bd-I oxidase subunit CydX [Alteromonas]	CytoplasmicMembrane	9.82
WP_012520075.1 MULTISPECIES: peptidylprolyl isomerase PpiC [Alteromonas]	Cytoplasmic	9.26
WP_012520077.1 MULTISPECIES: cytochrome o ubiquinol oxidase subunit IV [Alteromonas]	CytoplasmicMembrane	10.00
WP_012520088.1 MULTISPECIES: co-chaperone GroES [Alteromonas]	Cytoplasmic	9.97
WP_012520109.1 MULTISPECIES: DNA-binding transcriptional regulator Fis [Alteromonas]	Cytoplasmic	9.26
WP_012520152.1 MULTISPECIES: YheV family putative zinc ribbon protein [Alteromonas]	Unknown	2.00
WP_012520154.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_013785563.1 MULTISPECIES: toxin-antitoxin system HicB family antitoxin [Alteromonas]	Unknown	2.00
WP_014947716.1 MULTISPECIES: glycine--tRNA ligase subunit alpha [Alteromonas]	Cytoplasmic	9.97
WP_014947719.1 MULTISPECIES: Der GTPase-activating protein YihI [Alteromonas]	Cytoplasmic	8.96
WP_014947721.1 MULTISPECIES: c-type cytochrome [Alteromonas]	Periplasmic	10.00
WP_014947726.1 MULTISPECIES: Trk system potassium transporter TrkA [Alteromonas]	CytoplasmicMembrane	7.88
WP_014947732.1 MULTISPECIES: DUF494 family protein [Alteromonas]	Cytoplasmic	8.96
WP_014947736.1 MULTISPECIES: OmpW family outer membrane protein [Alteromonas]	OuterMembrane	10.00
WP_014947754.1 MULTISPECIES: YjbF family lipoprotein [Alteromonas]	Unknown	2.00
WP_014947757.1 MULTISPECIES: 50S ribosomal protein L28 [Alteromonas]	Cytoplasmic	9.26
WP_014947760.1 MULTISPECIES: pantetheine-phosphate adenylyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_014947766.1 MULTISPECIES: L-threonine 3-dehydrogenase [Alteromonas]	Cytoplasmic	9.97
WP_014947772.1 MULTISPECIES: ubiquinone biosynthesis accessory factor UbiK [Alteromonas]	Cytoplasmic	8.96
WP_014947773.1 MULTISPECIES: DNA helicase Rep [Alteromonas]	Cytoplasmic	9.97
WP_014947779.1 MULTISPECIES: DUF2960 family protein [Alteromonas]	Unknown	2.00
WP_014947791.1 MULTISPECIES: threonine/serine exporter family protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947802.1 MULTISPECIES: GGDEF domain-containing protein [Alteromonas]	Unknown	7.40
WP_014947804.1 MULTISPECIES: guanylate kinase [Alteromonas]	Cytoplasmic	9.97
WP_014947805.1 MULTISPECIES: DNA-directed RNA polymerase subunit omega [Alteromonas]	Cytoplasmic	8.96
WP_014947823.1 MULTISPECIES: DMT family transporter [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947826.1 MULTISPECIES: efflux RND transporter periplasmic adaptor subunit [Alteromonas]	CytoplasmicMembrane	9.97
WP_014947827.1 MULTISPECIES: efflux RND transporter permease subunit [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947828.1 MULTISPECIES: alpha/beta hydrolase [Alteromonas]	Unknown	2.00
WP_014947829.1 MULTISPECIES: bifunctional acetyl-CoA hydrolase/transferase family protein/GNAT family N-acetyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_014947836.1 MULTISPECIES: GTP cyclohydrolase II [Alteromonas]	Cytoplasmic	9.97
WP_014947845.1 MULTISPECIES: serine O-acetyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_014947849.1 MULTISPECIES: DUF484 family protein [Alteromonas]	Unknown	2.00
WP_014947850.1 MULTISPECIES: diaminopimelate epimerase [Alteromonas]	Cytoplasmic	9.97
WP_014947854.1 MULTISPECIES: phosphatase PAP2 family protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947855.1 MULTISPECIES: ribonuclease E activity regulator RraA [Alteromonas]	Cytoplasmic	9.97
WP_014947861.1 MULTISPECIES: inorganic diphosphatase [Alteromonas]	Cytoplasmic	9.26
WP_014947876.1 MULTISPECIES: LacI family DNA-binding transcriptional regulator [Alteromonas]	Cytoplasmic	9.97
WP_014947881.1 MULTISPECIES: single-stranded DNA-binding protein [Alteromonas]	Cytoplasmic	9.26
WP_014947886.1 MULTISPECIES: TonB-dependent receptor [Alteromonas]	OuterMembrane	10.00
WP_014947888.1 MULTISPECIES: DeoR/GlpR family transcriptional regulator [Alteromonas]	Cytoplasmic	9.97
WP_014947895.1 MULTISPECIES: agglutinin biogenesis protein MshK [Alteromonas]	Unknown	2.50
WP_014947896.1 MULTISPECIES: pilus (MSHA type) biogenesis protein MshL [Alteromonas]	OuterMembrane	9.92
WP_014947909.1 MULTISPECIES: rod shape-determining protein [Alteromonas]	Cytoplasmic	9.97
WP_014947913.1 MULTISPECIES: ribonuclease G [Alteromonas]	Cytoplasmic	9.97
WP_014947922.1 MULTISPECIES: two-component system response regulator ArcA [Alteromonas]	Cytoplasmic	9.97
WP_014947925.1 MULTISPECIES: methyltransferase [Alteromonas]	Cytoplasmic	9.26
WP_014947929.1 MULTISPECIES: oxidative damage protection protein [Alteromonas]	Unknown	2.00
WP_014947933.1 MULTISPECIES: response regulator [Alteromonas]	Cytoplasmic	9.26
