SeqID	Localization	Score
WP_006042532.1 MULTISPECIES: hypothetical protein [Synechococcales]	Unknown	2.00
WP_006043540.1 MULTISPECIES: hyperconserved protein Hcp [Cyanophyceae]	Unknown	2.00
WP_011129398.1 MULTISPECIES: type IV pilus twitching motility protein PilT [Prochlorococcus]	Cytoplasmic	9.97
WP_011129421.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011129435.1 MULTISPECIES: 50S ribosomal protein L35 [Prochlorococcus]	Cytoplasmic	9.26
WP_011129459.1 MULTISPECIES: photosystem II reaction center protein PsbZ [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011129521.1 MULTISPECIES: rod shape-determining protein [Prochlorococcus]	Cytoplasmic	9.97
WP_011129566.1 MULTISPECIES: photosystem I reaction center subunit IV [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011129584.1 MULTISPECIES: PipX family protein [Prochlorococcus]	Unknown	2.00
WP_011129606.1 MULTISPECIES: 30S ribosomal protein S4 [Prochlorococcus]	Cytoplasmic	9.97
WP_011129607.1 MULTISPECIES: membrane protein insertion efficiency factor YidD [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011129633.1 MULTISPECIES: NifU family protein [Prochlorococcus]	Unknown	2.00
WP_011129694.1 MULTISPECIES: ATP-dependent Clp protease proteolytic subunit [Prochlorococcus]	Cytoplasmic	9.97
WP_011129736.1 MULTISPECIES: TIGR03792 family protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011129739.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011129741.1 MULTISPECIES: sulfur carrier protein ThiS [Prochlorococcus]	Unknown	2.00
WP_011129796.1 MULTISPECIES: metal ABC transporter ATP-binding protein [Prochlorococcus]	CytoplasmicMembrane	9.99
WP_011129820.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.50
WP_011129842.1 MULTISPECIES: YciI family protein [Prochlorococcus]	Unknown	2.00
WP_011129843.1 MULTISPECIES: AbrB family transcriptional regulator [Prochlorococcus]	Unknown	2.00
WP_011129888.1 MULTISPECIES: c-type cytochrome [Prochlorococcus]	Periplasmic	9.84
WP_011129913.1 MULTISPECIES: acetyl-CoA carboxylase, carboxyltransferase subunit beta [Prochlorococcus]	Cytoplasmic	9.97
WP_011129965.1 MULTISPECIES: hypothetical protein [Synechococcales]	Unknown	2.00
WP_011130024.1 MULTISPECIES: 30S ribosomal protein S15 [Prochlorococcus]	Cytoplasmic	9.26
WP_011130030.1 MULTISPECIES: Mini-ribonuclease 3 [Prochlorococcus]	Unknown	2.00
WP_011130065.1 MULTISPECIES: photosystem I reaction center subunit PsaK [Prochlorococcus]	Unknown	2.50
WP_011130073.1 MULTISPECIES: 50S ribosomal protein L28 [Prochlorococcus]	Cytoplasmic	9.26
WP_011130108.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011130118.1 MULTISPECIES: 30S ribosomal protein S18 [Prochlorococcus]	Cytoplasmic	9.26
WP_011130135.1 MULTISPECIES: 50S ribosomal protein L32 [Prochlorococcus]	Unknown	2.00
WP_011130137.1 MULTISPECIES: DUF565 domain-containing protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011130142.1 MULTISPECIES: TMEM165/GDT1 family protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011130183.1 MULTISPECIES: response regulator [Prochlorococcus]	Cytoplasmic	9.97
WP_011130337.1 MULTISPECIES: DUF3303 domain-containing protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011130339.1 MULTISPECIES: metallophosphoesterase family protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011130345.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011130361.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011130362.1 high light inducible protein [Prochlorococcus marinus]	Unknown	2.00
WP_011130364.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011130394.1 MULTISPECIES: 30S ribosomal protein S21 [Prochlorococcus]	Unknown	2.00
WP_011130418.1 MULTISPECIES: chlorophyll a/b binding light-harvesting protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011130429.1 MULTISPECIES: isoprenyl transferase [Prochlorococcus]	Cytoplasmic	9.97
WP_011130485.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011130499.1 MULTISPECIES: thioredoxin [Prochlorococcus]	Cytoplasmic	9.26
WP_011130502.1 MULTISPECIES: cytochrome b6-f complex subunit V [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011130525.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011130542.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011130544.1 MULTISPECIES: cytochrome b6-f complex subunit PetM [Synechococcales]	CytoplasmicMembrane	9.82
WP_011130564.1 MULTISPECIES: ATP phosphoribosyltransferase [Prochlorococcus]	Cytoplasmic	9.97
WP_011130567.1 MULTISPECIES: DUF3136 domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011130579.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011130644.1 MULTISPECIES: inorganic diphosphatase [Prochlorococcus]	Cytoplasmic	9.97
WP_011130677.1 MULTISPECIES: cation:proton antiporter [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011130678.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011130684.1 MULTISPECIES: photosystem I PsaF protein (subunit III) [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011130685.1 MULTISPECIES: photosystem I reaction center subunit IX [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011130738.1 MULTISPECIES: PH domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011130763.1 MULTISPECIES: HU family DNA-binding protein [Prochlorococcus]	Cytoplasmic	9.26
WP_011130772.1 DUF1825 family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011130797.1 MULTISPECIES: ferredoxin [Prochlorococcus]	Unknown	2.00
WP_011130818.1 MULTISPECIES: co-chaperone GroES [Prochlorococcus]	Cytoplasmic	9.26
WP_011130836.1 MULTISPECIES: ATP synthase F1 subunit delta [Prochlorococcus]	Cytoplasmic	9.26
WP_011130839.1 MULTISPECIES: ATP synthase F0 subunit C [Prochlorococcus]	CytoplasmicMembrane	9.86
WP_011130872.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011130956.1 MULTISPECIES: YggT family protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011130957.1 MULTISPECIES: photosystem II reaction center X protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011130968.1 MULTISPECIES: peptide deformylase [Prochlorococcus]	Cytoplasmic	9.97
WP_011130998.1 MULTISPECIES: ribbon-helix-helix domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011131016.1 MULTISPECIES: cytochrome b6 [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131030.1 MULTISPECIES: photosystem II reaction center protein PsbM [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131033.1 MULTISPECIES: photosystem II reaction center protein T [Prochlorococcus]	CytoplasmicMembrane	9.86
WP_011131103.1 MULTISPECIES: 30S ribosomal protein S19 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131104.1 MULTISPECIES: 50S ribosomal protein L22 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131123.1 MULTISPECIES: 50S ribosomal protein L17 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131125.1 MULTISPECIES: 50S ribosomal protein L13 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131135.1 MULTISPECIES: photosystem I reaction center protein subunit XI [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131146.1 MULTISPECIES: 30S ribosomal protein S12 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131147.1 MULTISPECIES: 30S ribosomal protein S7 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131150.1 MULTISPECIES: 30S ribosomal protein S10 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131151.1 MULTISPECIES: LON peptidase substrate-binding domain-containing protein [Prochlorococcus]	Cytoplasmic	9.97
WP_011131162.1 MULTISPECIES: chorismate synthase [Prochlorococcus]	Cytoplasmic	9.97
WP_011131171.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011131195.1 MULTISPECIES: dCTP deaminase [Prochlorococcus]	Cytoplasmic	9.26
WP_011131201.1 MULTISPECIES: DUF3146 family protein [Prochlorococcus]	Unknown	2.00
WP_011131204.1 MULTISPECIES: photosystem II reaction center phosphoprotein PsbH [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131216.1 MULTISPECIES: DUF3181 family protein [Prochlorococcus]	Unknown	2.00
WP_011131217.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131230.1 MULTISPECIES: photosystem II reaction center protein K [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131262.1 MULTISPECIES: cytochrome b559 subunit alpha [Prochlorococcus]	Unknown	2.00
WP_011131263.1 MULTISPECIES: cytochrome b559 subunit beta [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131320.1 MULTISPECIES: acyl carrier protein [Prochlorococcus]	Cytoplasmic	9.97
WP_011131340.1 MULTISPECIES: NAD(P)H-quinone oxidoreductase subunit O [Prochlorococcus]	Unknown	2.00
WP_011131429.1 MULTISPECIES: DUF3285 domain-containing protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131451.1 MULTISPECIES: transcription termination/antitermination protein NusG [Prochlorococcus]	Cytoplasmic	9.97
WP_011131452.1 MULTISPECIES: 50S ribosomal protein L11 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131454.1 MULTISPECIES: 50S ribosomal protein L10 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131539.1 MULTISPECIES: 50S ribosomal protein L9 [Prochlorococcus]	Cytoplasmic	9.97
WP_011131561.1 MULTISPECIES: ArsR/SmtB family transcription factor [Prochlorococcus]	Unknown	2.00
WP_011824691.1 MULTISPECIES: DNA polymerase III subunit beta [Prochlorococcus]	Cytoplasmic	9.26
WP_011824692.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011824693.1 phosphoribosylformylglycinamidine synthase subunit PurL [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824694.1 MULTISPECIES: amidophosphoribosyltransferase [Prochlorococcus]	Cytoplasmic	9.97
WP_011824695.1 DNA gyrase/topoisomerase IV subunit A [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824696.1 tetratricopeptide repeat protein [Prochlorococcus marinus]	Unknown	2.50
WP_011824697.1 tRNA epoxyqueuosine(34) reductase QueG [Prochlorococcus marinus]	Unknown	2.00
WP_011824700.1 transcription antitermination factor NusB [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011824701.1 MULTISPECIES: signal recognition particle-docking protein FtsY [Prochlorococcus]	Unknown	6.29
WP_011824702.1 MULTISPECIES: PP2C family protein-serine/threonine phosphatase [Prochlorococcus]	Cytoplasmic	8.96
WP_011824703.1 argininosuccinate lyase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824704.1 RNA recognition motif domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011824705.1 tRNA dihydrouridine(20/20a) synthase DusA [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824706.1 MULTISPECIES: peptide-methionine (R)-S-oxide reductase MsrB [Prochlorococcus]	Cytoplasmic	9.26
WP_011824707.1 NAD(P)/FAD-dependent oxidoreductase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011824708.1 type II secretion system F family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011824709.1 GspE/PulE family protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824710.1 nucleotide exchange factor GrpE [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824711.1 MULTISPECIES: molecular chaperone DnaJ [Prochlorococcus]	Cytoplasmic	9.97
WP_011824712.1 MULTISPECIES: sulfurtransferase TusA family protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011824713.1 ribosome small subunit-dependent GTPase A [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824714.1 MULTISPECIES: YbaB/EbfC family nucleoid-associated protein [Prochlorococcus]	Unknown	2.00
WP_011824715.1 UDP-N-acetylmuramate dehydrogenase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824716.1 UDP-N-acetylmuramate--L-alanine ligase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011824718.1 thiamine-phosphate kinase [Prochlorococcus marinus]	Unknown	2.00
WP_011824720.1 MULTISPECIES: elongation factor P [Prochlorococcus]	Cytoplasmic	9.97
WP_011824721.1 acetyl-CoA carboxylase biotin carboxyl carrier protein [Prochlorococcus marinus]	Unknown	2.00
WP_011824722.1 4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011824723.1 hypothetical protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011824724.1 MULTISPECIES: SDR family oxidoreductase [Prochlorococcus]	Unknown	2.00
WP_011824726.1 MULTISPECIES: HNH endonuclease [Prochlorococcus]	Unknown	2.00
WP_011824727.1 DEAD/DEAH box helicase [Prochlorococcus marinus]	CytoplasmicMembrane	9.27
WP_011824728.1 DUF6554 family protein [Prochlorococcus marinus]	Unknown	2.50
WP_011824729.1 MULTISPECIES: AbrB family transcriptional regulator [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011824733.1 pyridoxal-phosphate-dependent aminotransferase family protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824734.1 cobalt-precorrin-5B (C(1))-methyltransferase CbiD [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011824735.1 glutamine-hydrolyzing GMP synthase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824736.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011824737.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011824738.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011824739.1 penicillin-binding protein 2 [Prochlorococcus marinus]	CytoplasmicMembrane	9.97
WP_011824740.1 glycosyltransferase family 4 protein [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011824741.1 NAD-dependent epimerase/dehydratase family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011824742.1 photosystem II assembly protein Psb34 [Prochlorococcus marinus]	Unknown	2.00
WP_011824745.1 tetratricopeptide repeat protein [Prochlorococcus marinus]	Unknown	2.00
WP_011824746.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011824749.1 50S ribosomal protein L20 [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011824751.1 SpoIID/LytB domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011824752.1 glycosyltransferase [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011824753.1 DNA polymerase III subunit gamma/tau [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011824754.1 lecithin retinol acyltransferase family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011824755.1 S8 family serine peptidase [Prochlorococcus marinus]	Extracellular	9.71
WP_011824757.1 ATP-dependent protease ATP-binding subunit ClpX [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824758.1 MULTISPECIES: ATP-dependent Clp endopeptidase proteolytic subunit ClpP [Prochlorococcus]	Cytoplasmic	9.97
WP_011824759.1 trigger factor [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011824760.1 aspartate-semialdehyde dehydrogenase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824761.1 4-hydroxy-tetrahydrodipicolinate synthase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011824763.1 ribonuclease J [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011824764.1 hypothetical protein [Prochlorococcus marinus]	Extracellular	9.64
WP_011824765.1 tRNA lysidine(34) synthetase TilS [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011824766.1 DUF561 domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011824767.1 phage holin family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011824768.1 excinuclease ABC subunit UvrB [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011824769.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011824771.1 aspartate kinase [Prochlorococcus marinus]	Cytoplasmic	8.96
