SeqID	Localization	Score
WP_000349485.1 MULTISPECIES: ArsR/SmtB family transcription factor [Bacteria]	Unknown	2.00
WP_004587121.1 MULTISPECIES: ExeA family protein [Alteromonadales]	Cytoplasmic	9.97
WP_004587123.1 MULTISPECIES: recombinase family protein [Alteromonadales]	Cytoplasmic	8.96
WP_004587124.1 MULTISPECIES: four-helix bundle copper-binding protein [Alteromonadales]	Unknown	2.00
WP_004587125.1 MULTISPECIES: IS30 family transposase [Gammaproteobacteria]	Unknown	2.00
WP_006991848.1 MULTISPECIES: hydrogenase expression/formation C-terminal domain-containing protein [Alteromonadaceae]	Cytoplasmic	8.96
WP_010179497.1 MULTISPECIES: 30S ribosomal protein S10 [Alteromonadaceae]	Cytoplasmic	9.97
WP_012516568.1 MULTISPECIES: nucleoid occlusion factor SlmA [Alteromonas]	Cytoplasmic	9.97
WP_012516577.1 MULTISPECIES: 50S ribosomal protein L33 [Alteromonadaceae]	Cytoplasmic	9.26
WP_012516741.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_012516825.1 MULTISPECIES: BlaI/MecI/CopY family transcriptional regulator [Alteromonas]	Unknown	2.00
WP_012516827.1 MULTISPECIES: DUF411 domain-containing protein [Alteromonas]	Unknown	2.00
WP_012516828.1 MULTISPECIES: formyltransferase family protein [Alteromonas]	Cytoplasmic	8.96
WP_012516834.1 MULTISPECIES: efflux RND transporter permease subunit [Alteromonas]	CytoplasmicMembrane	10.00
WP_012516837.1 MULTISPECIES: copper resistance CopC family protein [Alteromonas]	Unknown	2.50
WP_012516840.1 MULTISPECIES: YybH family protein [Alteromonas]	Unknown	4.90
WP_012516845.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_012516846.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.50
WP_012516849.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Unknown	2.00
WP_012516857.1 MULTISPECIES: hydrogenase small subunit [Alteromonas]	CytoplasmicMembrane	10.00
WP_012516859.1 MULTISPECIES: hypothetical protein [Alteromonas]	CytoplasmicMembrane	9.82
WP_012516861.1 MULTISPECIES: hydrogenase maturation nickel metallochaperone HypA/HybF [Alteromonas]	Unknown	2.00
WP_012516862.1 MULTISPECIES: hydrogenase nickel incorporation protein HypB [Alteromonas]	Cytoplasmic	9.97
WP_012516863.1 MULTISPECIES: hydrogenase formation protein HypD [Alteromonas]	Cytoplasmic	8.96
WP_012516865.1 MULTISPECIES: hydrogenase expression/formation protein HypE [Alteromonas]	Cytoplasmic	8.96
WP_012516866.1 MULTISPECIES: MerR family transcriptional regulator [Gammaproteobacteria]	Cytoplasmic	9.26
WP_012516872.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Cytoplasmic	8.96
WP_012516875.1 MULTISPECIES: IS66 family insertion sequence element accessory protein TnpA [Alteromonas]	Unknown	2.00
WP_012516877.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_012516884.1 MULTISPECIES: TolC family protein [Alteromonas]	OuterMembrane	10.00
WP_012516885.1 MULTISPECIES: efflux RND transporter periplasmic adaptor subunit [Gammaproteobacteria]	OuterMembrane	9.52
