SeqID	Localization	Score
WP_006195022.1 MULTISPECIES: photosystem II reaction center protein K [Cyanophyceae]	CytoplasmicMembrane	9.82
WP_011055119.1 plasmid replication protein, CyRepA1 family [Synechococcus elongatus]	Unknown	2.00
WP_011055120.1 AbiTii domain-containing protein [Synechococcus elongatus]	Cytoplasmic	8.96
WP_011055121.1 hypothetical protein [Synechococcus elongatus]	Unknown	2.00
WP_011055123.1 DUF1254 domain-containing protein [Synechococcus elongatus]	Unknown	2.00
WP_011055126.1 hypothetical protein [Synechococcus elongatus]	Unknown	2.00
WP_011055128.1 tyrosine-type recombinase/integrase [Synechococcus elongatus]	Unknown	2.00
WP_011055129.1 BrnT family toxin [Synechococcus elongatus]	Unknown	2.00
WP_011055130.1 BrnA antitoxin family protein [Synechococcus elongatus]	Unknown	2.00
WP_011055132.1 DUF2442 domain-containing protein [Synechococcus elongatus]	Unknown	2.00
WP_011055135.1 DJ-1/PfpI family protein [Synechococcus elongatus]	CytoplasmicMembrane	9.82
WP_011055137.1 DUF305 domain-containing protein [Synechococcus elongatus]	Unknown	2.50
WP_011055138.1 two-component system sensor histidine kinase RppB [Synechococcus elongatus]	CytoplasmicMembrane	10.00
WP_011055139.1 two-component system response regulator RppA [Synechococcus elongatus]	Cytoplasmic	9.97
WP_011055140.1 ANL24 [Synechococcus elongatus]	Unknown	2.00
WP_011055141.1 winged helix-turn-helix domain-containing protein [Synechococcus elongatus]	Unknown	2.00
WP_011055144.1 tyrosine-type recombinase/integrase [Synechococcus elongatus]	Cytoplasmic	9.97
WP_011055145.1 type II toxin-antitoxin system PemK/MazF family toxin [Synechococcus elongatus]	Unknown	2.00
WP_011055146.1 hypothetical protein [Synechococcus elongatus]	Unknown	2.00
WP_011055147.1 nucleotidyltransferase family protein [Synechococcus elongatus]	Unknown	2.00
WP_011055148.1 ParB/RepB/Spo0J family partition protein [Synechococcus elongatus]	Cytoplasmic	8.96
WP_011055149.1 ParA family protein [Synechococcus elongatus]	Unknown	2.00
WP_011055150.1 hypothetical protein [Synechococcus elongatus]	Unknown	2.00
WP_011055151.1 type II toxin-antitoxin system VapC family toxin [Synechococcus elongatus]	Unknown	2.00
WP_011055152.1 rhodanese-like domain-containing protein [Synechococcus elongatus]	Cytoplasmic	9.26
WP_011055153.1 family 2A encapsulin nanocompartment cargo protein cysteine desulfurase CyD [Synechococcus elongatus]	Cytoplasmic	9.97
WP_011055154.1 family 2A encapsulin nanocompartment shell protein SrpI [Synechococcus elongatus]	CytoplasmicMembrane	9.82
WP_011055155.1 serine O-acetyltransferase EpsC [Synechococcus elongatus]	Cytoplasmic	10.00
WP_011055156.1 cysteine synthase A [Synechococcus elongatus]	Cytoplasmic	9.26
WP_011055157.1 four-helix bundle copper-binding protein [Synechococcus elongatus]	Periplasmic	9.83
WP_011055158.1 ANL43 [Synechococcus elongatus]	Unknown	2.00
WP_011055159.1 RrF2 family transcriptional regulator [Synechococcus elongatus]	Unknown	2.00
