,Supplemental Table 5: Gene identifiers and location of Alteromonas genes considered in the gene set enrichment analysis,,,,,,,,,,,
,"Pathway ID (Path) and KEGG orthology (KO) for each gene (gene ID) and annotation (annot) in Alteromonas (strain EZ55) considered in the gene set enrichment analysis. Also included are chromosome location (chr, start, end) and strand information. Differential expression statistics are given as log2 fold change (logFC) relative to ambient CO2 and gene expression level in log2 counts per million (log CPM) along with likelyhood ratio (LR) and probability (PValue) of differential expression.",,,,,,,,,,,
enrichment category,Path,KO,geneID,chr,start,end,strand,logFC,logCPM,LR,PValue,annot
Carbon Metabolism,1200,K00018,AEZ55_2363,scf7180000008835,204511,205527,-,-0.098811305,5.472687782,0.141105221,0.707184736,4-phosphoerythronate dehydrogenase
Carbon Metabolism,1200,K00024,AEZ55_0586,scf7180000008834,519865,520803,+,0.549308491,9.633415934,2.486070157,0.1148582,"malate dehydrogenase, NAD-dependent"
Carbon Metabolism,1200,K00027,AEZ55_2922,scf7180000008835,746845,748563,+,0.284324679,7.033988202,0.72096098,0.395828871,"malic enzyme, NAD binding domain protein"
Carbon Metabolism,1200,K00029,AEZ55_0381,scf7180000008834,304273,305508,-,1.170228449,8.892276289,8.492861179,0.003565427,"malic enzyme, NAD binding domain protein"
Carbon Metabolism,1200,K00030,AEZ55_3560,scf7180000008835,1361981,1362988,-,-0.086272168,9.217193666,0.081615978,0.775119315,"putative isocitrate dehydrogenase,"
Carbon Metabolism,1200,K00031,AEZ55_4568,scf7180000008835,2365839,2368058,+,-0.042956386,8.438506805,0.022405236,0.881014102,"isocitrate dehydrogenase, NADP-dependent"
Carbon Metabolism,1200,K00033,AEZ55_1849,scf7180000008834,1763693,1765246,+,0.130549883,7.971059237,0.218573529,0.640128973,"6-phosphogluconate dehydrogenase,"
Carbon Metabolism,1200,K00036,AEZ55_1831,scf7180000008834,1748671,1749222,+,-0.801719543,8.556149646,4.195826137,0.040523604,"glucose-6-phosphate dehydrogenase, NAD binding"
Carbon Metabolism,1200,K00036,AEZ55_1832,scf7180000008834,1749315,1750163,+,-1.056531015,8.397642826,5.293803972,0.021401423,"glucose-6-phosphate dehydrogenase, C-terminal"
Carbon Metabolism,1200,K00058,AEZ55_1149,scf7180000008834,1074101,1075330,-,0.372540558,8.456076024,1.481814264,0.223490879,phosphoglycerate dehydrogenase
Carbon Metabolism,1200,K00121,AEZ55_1013,scf7180000008834,935028,936185,-,0.114970933,9.647916089,0.059767862,0.80686322,S-(hydroxymethyl)glutathione dehydrogenase/class
Carbon Metabolism,1200,K00134,AEZ55_1840,scf7180000008834,1755458,1755826,-,-1.100642966,8.606002164,4.292886823,0.03827213,"glyceraldehyde 3-phosphate dehydrogenase,"
Carbon Metabolism,1200,K00134,AEZ55_1842,scf7180000008834,1755997,1756455,-,-0.945339176,9.567278701,3.668953871,0.055434968,putative glyceraldehyde-3-phosphate
Carbon Metabolism,1200,K00134,AEZ55_1852,scf7180000008834,1767004,1768449,+,1.197180006,7.720394234,8.2321888,0.004115387,"glyceraldehyde-3-phosphate dehydrogenase, type"
Carbon Metabolism,1200,K00140,AEZ55_0617,scf7180000008834,548034,549524,+,0.004214608,2.896387324,0.000252797,0.987314507,methylmalonate-semialdehyde dehydrogenase
Carbon Metabolism,1200,K00140,AEZ55_0763,scf7180000008834,687716,689215,-,-0.528669009,6.267384481,3.039971193,0.081237359,methylmalonate-semialdehyde dehydrogenase
Carbon Metabolism,1200,K00163,AEZ55_1132,scf7180000008834,1054883,1057558,+,-1.458997687,9.964482062,14.20196066,0.000164199,"pyruvate dehydrogenase (acetyl-transferring),"
Carbon Metabolism,1200,K00164,AEZ55_4710,scf7180000008835,2489728,2492547,+,-0.021980257,9.416666823,0.00429409,0.947752571,oxoglutarate dehydrogenase
Carbon Metabolism,1200,K00209,AEZ55_0589,scf7180000008834,524724,525902,+,-0.351590162,7.266317254,1.455661809,0.227621636,short-chain alcohol dehydrogenase
Carbon Metabolism,1200,K00239,AEZ55_4708,scf7180000008835,2488125,2488826,+,-0.571611638,8.332471328,3.007592101,0.082875318,fumarate reductase/succinate dehydrogenase
Carbon Metabolism,1200,K00239,AEZ55_4707,scf7180000008835,2487053,2488147,+,-0.297072408,9.146747795,0.851821857,0.356037454,putative succinate dehydrogenase flavoprotein
Carbon Metabolism,1200,K00240,AEZ55_4709,scf7180000008835,2488841,2489551,+,-0.470649035,8.95372998,1.846921062,0.174141918,succinate dehydrogenase iron-sulfur subunit
Carbon Metabolism,1200,K00241,AEZ55_4705,scf7180000008835,2486336,2486710,+,-0.080507218,8.854301857,0.073181491,0.786759634,"succinate dehydrogenase, cytochrome b556"
Carbon Metabolism,1200,K00242,AEZ55_4706,scf7180000008835,2486704,2487051,+,-0.33170207,7.391761654,1.519587089,0.21768199,"succinate dehydrogenase, hydrophobic membrane"
Carbon Metabolism,1200,K00248,AEZ55_1990,scf7180000008834,1902424,1904226,+,-1.00050174,8.800343021,4.063172825,0.043828077,"acyl-CoA dehydrogenase, C-terminal domain"
Carbon Metabolism,1200,K00249,AEZ55_1938,scf7180000008834,1853514,1854485,+,-1.232814391,8.255923316,9.687815964,0.001854939,"acyl-CoA dehydrogenase, middle domain protein"
Carbon Metabolism,1200,K00281,AEZ55_1181,scf7180000008834,1108708,1111620,+,0.541177907,8.844098096,1.244271601,0.264649397,glycine dehydrogenase
Carbon Metabolism,1200,K00297,AEZ55_0379,scf7180000008834,302728,303630,-,-0.255925656,6.632830526,0.396218982,0.529048421,"5,10-methylenetetrahydrofolate reductase"
Carbon Metabolism,1200,K00382,AEZ55_1134,scf7180000008834,1059761,1061182,+,-0.367798415,9.352171694,1.26878919,0.25999395,dihydrolipoyl dehydrogenase
Carbon Metabolism,1200,K00600,AEZ55_1532,scf7180000008834,1458194,1459450,+,0.023552706,8.737715542,0.006313298,0.936669719,glycine hydroxymethyltransferase
Carbon Metabolism,1200,K00600,AEZ55_3042,scf7180000008835,858090,859346,-,0.907859194,6.584132546,2.971778846,0.08472864,glycine hydroxymethyltransferase
Carbon Metabolism,1200,K00605,AEZ55_1179,scf7180000008834,1107083,1108162,+,1.204279571,9.07320973,7.38471519,0.006578049,glycine cleavage system T protein
Carbon Metabolism,1200,K00615,AEZ55_2303,scf7180000008835,131008,132579,-,0.149999314,3.59470899,0.400836317,0.526657664,transketolase
Carbon Metabolism,1200,K00615,AEZ55_3401,scf7180000008835,1198259,1200250,+,-0.216088117,8.598076742,0.380813074,0.537168414,transketolase
Carbon Metabolism,1200,K00615,AEZ55_2302,scf7180000008835,130565,131011,-,0.481049542,1.999090687,1.393934963,0.237741701,"transketolase, C-terminal domain protein"
Carbon Metabolism,1200,K00616,AEZ55_2306,scf7180000008835,135776,136729,+,0.203535285,2.996582585,0.405172906,0.524429772,transaldolase
Carbon Metabolism,1200,K00616,AEZ55_1021,scf7180000008834,945684,946643,-,-0.090600255,7.71846618,0.109507074,0.740706024,transaldolase
