SeqID	Localization	Score
WP_011055856.1 zinc-dependent alcohol dehydrogenase family protein [Thermosynechococcus vestitus]	Cytoplasmic	9.97
WP_011055859.1 hypothetical protein [Thermosynechococcus vestitus]	Unknown	2.00
WP_011055860.1 urease subunit alpha [Thermosynechococcus vestitus]	Cytoplasmic	9.97
WP_011055861.1 hypothetical protein [Thermosynechococcus vestitus]	CytoplasmicMembrane	9.82
WP_011055862.1 cellulose synthase XcsA [Thermosynechococcus vestitus]	CytoplasmicMembrane	10.00
WP_011055863.1 PIN/TRAM domain-containing protein [Thermosynechococcus vestitus]	CytoplasmicMembrane	10.00
WP_011055864.1 HMA2 domain-containing protein [Thermosynechococcus vestitus]	Cytoplasmic	8.96
WP_011055866.1 hypothetical protein [Thermosynechococcus vestitus]	Unknown	2.00
WP_011055867.1 LptF/LptG family permease [Thermosynechococcus vestitus]	CytoplasmicMembrane	10.00
WP_011055868.1 M20 family metallopeptidase [Thermosynechococcus vestitus]	Cytoplasmic	8.96
WP_011055869.1 CYTH domain-containing protein [Thermosynechococcus vestitus]	Cytoplasmic	8.96
WP_011055870.1 carotenoid oxygenase family protein [Thermosynechococcus vestitus]	Cytoplasmic	8.96
WP_011055871.1 folate/biopterin family MFS transporter [Thermosynechococcus vestitus]	CytoplasmicMembrane	10.00
WP_011055872.1 photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit O [Thermosynechococcus vestitus]	Unknown	2.00
WP_011055873.1 mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase [Thermosynechococcus vestitus]	Cytoplasmic	8.96
WP_011055874.1 divergent PAP2 family protein [Thermosynechococcus vestitus]	Unknown	2.50
WP_011055875.1 geranylgeranyl diphosphate synthase CrtE [Thermosynechococcus vestitus]	Cytoplasmic	9.97
WP_011055877.1 hypothetical protein [Thermosynechococcus vestitus]	Unknown	2.00
WP_011055879.1 pentapeptide repeat-containing protein [Thermosynechococcus vestitus]	Extracellular	9.71
WP_011055880.1 Fur family transcriptional regulator [Thermosynechococcus vestitus]	Cytoplasmic	9.97
WP_011055881.1 TMEM165/GDT1 family protein [Thermosynechococcus vestitus]	CytoplasmicMembrane	9.82
WP_011055882.1 hypothetical protein [Thermosynechococcus vestitus]	Unknown	2.00
WP_011055883.1 hypothetical protein [Thermosynechococcus vestitus]	CytoplasmicMembrane	10.00
WP_011055884.1 histidine kinase [Thermosynechococcus vestitus]	CytoplasmicMembrane	7.88
WP_011055885.1 hypothetical protein [Thermosynechococcus vestitus]	Cytoplasmic	8.96
WP_011055887.1 UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [Thermosynechococcus vestitus]	Cytoplasmic	9.97
WP_011055888.1 NblA/ycf18 family protein [Thermosynechococcus vestitus]	Unknown	2.00
WP_011055889.1 hypothetical protein [Thermosynechococcus vestitus]	Unknown	2.00
WP_011055891.1 superoxide dismutase [Thermosynechococcus vestitus]	Periplasmic	9.44
WP_011055892.1 PhoH family protein [Thermosynechococcus vestitus]	Cytoplasmic	9.97
WP_011055893.1 MULTISPECIES: 30S ribosomal protein S21 [Thermosynechococcus]	Cytoplasmic	9.26
WP_011055894.1 KH domain-containing protein [Thermosynechococcus vestitus]	Unknown	2.00
WP_011055895.1 30S ribosomal protein S16 [Thermosynechococcus vestitus]	Cytoplasmic	9.26
WP_011055897.1 lysophospholipid acyltransferase family protein [Thermosynechococcus vestitus]	Cytoplasmic	8.96
WP_011055898.1 type I glyceraldehyde-3-phosphate dehydrogenase [Thermosynechococcus vestitus]	Cytoplasmic	9.97
WP_011055899.1 rhodanese-like domain-containing protein [Thermosynechococcus vestitus]	Unknown	2.00
WP_011055900.1 NAD(P)H-quinone oxidoreductase subunit N [Thermosynechococcus vestitus]	CytoplasmicMembrane	10.00
WP_011055901.1 S66 peptidase family protein [Thermosynechococcus vestitus]	Cytoplasmic	9.26
WP_011055902.1 hypothetical protein [Thermosynechococcus vestitus]	Unknown	2.00
