alt_id,locus_tag,source_col,source_csv,paper
EZ55_00019,EZ55_00019,symbol,table_S9.csv,Barreto 2022
EZ55_00019,EZ55_00019,symbol,table_S10.csv,Barreto 2022
EZ55_00020,EZ55_00020,symbol,table_S9.csv,Barreto 2022
EZ55_00020,EZ55_00020,symbol,table_S10.csv,Barreto 2022
EZ55_00021,EZ55_00021,symbol,table_S9.csv,Barreto 2022
EZ55_00021,EZ55_00021,symbol,table_S10.csv,Barreto 2022
EZ55_00022,EZ55_00022,symbol,table_S9.csv,Barreto 2022
EZ55_00022,EZ55_00022,symbol,table_S10.csv,Barreto 2022
EZ55_00023,EZ55_00023,symbol,table_S9.csv,Barreto 2022
EZ55_00023,EZ55_00023,symbol,table_S10.csv,Barreto 2022
EZ55_00042,EZ55_00042,symbol,table_S10.csv,Barreto 2022
EZ55_00060,EZ55_00060,symbol,table_S9.csv,Barreto 2022
EZ55_00060,EZ55_00060,symbol,table_S11.csv,Barreto 2022
EZ55_00060,EZ55_00060,symbol,table_S12.csv,Barreto 2022
EZ55_00060,EZ55_00060,symbol,table_S13.csv,Barreto 2022
EZ55_00109,EZ55_00109,symbol,table_S9.csv,Barreto 2022
EZ55_00109,EZ55_00109,symbol,table_S11.csv,Barreto 2022
EZ55_00117,EZ55_00117,symbol,table_S9.csv,Barreto 2022
EZ55_00118,EZ55_00118,symbol,table_S9.csv,Barreto 2022
EZ55_00118,EZ55_00118,symbol,table_S10.csv,Barreto 2022
EZ55_00120,EZ55_00120,symbol,table_S9.csv,Barreto 2022
EZ55_00121,EZ55_00121,symbol,table_S9.csv,Barreto 2022
EZ55_00157,EZ55_00157,symbol,table_S11.csv,Barreto 2022
EZ55_00157,EZ55_00157,symbol,table_S12.csv,Barreto 2022
EZ55_00157,EZ55_00157,symbol,table_S13.csv,Barreto 2022
EZ55_00160,EZ55_00160,symbol,table_S9.csv,Barreto 2022
EZ55_00160,EZ55_00160,symbol,table_S10.csv,Barreto 2022
