SeqID	Localization	Score
WP_006041398.1 MULTISPECIES: cytochrome b6-f complex subunit PetN [Synechococcales]	CytoplasmicMembrane	9.86
WP_006041809.1 MULTISPECIES: translation initiation factor IF-1 [Synechococcales]	Cytoplasmic	9.97
WP_006042532.1 MULTISPECIES: hypothetical protein [Synechococcales]	Unknown	2.00
WP_006043540.1 MULTISPECIES: hyperconserved protein Hcp [Cyanophyceae]	Unknown	2.00
WP_011129380.1 DNA polymerase III subunit beta [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011129382.1 phosphoribosylformylglycinamidine synthase subunit PurL [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129383.1 amidophosphoribosyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129384.1 DNA gyrase/topoisomerase IV subunit A [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129385.1 tetratricopeptide repeat protein [Prochlorococcus marinus]	Unknown	2.50
WP_011129386.1 tRNA epoxyqueuosine(34) reductase QueG [Prochlorococcus marinus]	Unknown	2.00
WP_011129387.1 HpsJ family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011129390.1 signal recognition particle-docking protein FtsY [Prochlorococcus marinus]	Unknown	6.29
WP_011129391.1 PP2C family protein-serine/threonine phosphatase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129392.1 argininosuccinate lyase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129393.1 RNA recognition motif domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011129395.1 peptide-methionine (R)-S-oxide reductase MsrB [Prochlorococcus marinus]	Unknown	6.49
WP_011129396.1 NAD(P)/FAD-dependent oxidoreductase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011129397.1 type II secretion system F family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011129398.1 MULTISPECIES: type IV pilus twitching motility protein PilT [Prochlorococcus]	Cytoplasmic	9.97
WP_011129399.1 GspE/PulE family protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129400.1 nucleotide exchange factor GrpE [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129401.1 molecular chaperone DnaJ [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129402.1 MULTISPECIES: sulfurtransferase TusA family protein [Prochlorococcus]	Unknown	2.00
WP_011129403.1 ribosome small subunit-dependent GTPase A [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129404.1 YbaB/EbfC family nucleoid-associated protein [Prochlorococcus marinus]	Unknown	2.00
WP_011129405.1 UDP-N-acetylmuramate dehydrogenase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011129406.1 UDP-N-acetylmuramate--L-alanine ligase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011129408.1 thiamine-phosphate kinase [Prochlorococcus marinus]	Unknown	2.00
WP_011129409.1 peptidylprolyl isomerase [Prochlorococcus marinus]	Periplasmic	9.76
WP_011129410.1 MULTISPECIES: elongation factor P [Prochlorococcus]	Cytoplasmic	10.00
WP_011129411.1 MULTISPECIES: acetyl-CoA carboxylase biotin carboxyl carrier protein [Prochlorococcus]	Unknown	2.00
WP_011129412.1 MULTISPECIES: 4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Prochlorococcus]	Cytoplasmic	9.26
WP_011129413.1 SDR family oxidoreductase [Prochlorococcus marinus]	Unknown	2.00
WP_011129415.1 HNH endonuclease [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129416.1 DEAD/DEAH box helicase [Prochlorococcus marinus]	CytoplasmicMembrane	9.27
WP_011129417.1 DUF6554 family protein [Prochlorococcus marinus]	Unknown	2.50
WP_011129418.1 AbrB family transcriptional regulator [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011129420.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011129421.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011129422.1 MULTISPECIES: pyridoxal-phosphate-dependent aminotransferase family protein [Prochlorococcus]	Cytoplasmic	9.97
WP_011129423.1 cobalt-precorrin-5B (C(1))-methyltransferase CbiD [Prochlorococcus marinus]	Unknown	2.00
WP_011129424.1 MULTISPECIES: glutamine-hydrolyzing GMP synthase [Prochlorococcus]	Cytoplasmic	9.97
WP_011129425.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011129426.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011129427.1 penicillin-binding protein 2 [Prochlorococcus marinus]	CytoplasmicMembrane	9.97
WP_011129429.1 NAD-dependent epimerase/dehydratase family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129430.1 MULTISPECIES: photosystem II assembly protein Psb34 [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011129433.1 tetratricopeptide repeat protein [Prochlorococcus marinus]	Unknown	2.00
WP_011129434.1 MULTISPECIES: 50S ribosomal protein L20 [Prochlorococcus]	Cytoplasmic	9.26
WP_011129435.1 MULTISPECIES: 50S ribosomal protein L35 [Prochlorococcus]	Cytoplasmic	9.26
WP_011129436.1 SpoIID/LytB domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011129437.1 glycosyltransferase [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011129438.1 DNA polymerase III subunit gamma/tau [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011129439.1 lecithin retinol acyltransferase family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129440.1 ATP-dependent protease ATP-binding subunit ClpX [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129441.1 ATP-dependent Clp endopeptidase proteolytic subunit ClpP [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129442.1 trigger factor [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129444.1 MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate synthase [Prochlorococcus]	Cytoplasmic	9.26
WP_011129445.1 ribonuclease J [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129447.1 tRNA lysidine(34) synthetase TilS [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011129448.1 DUF561 domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129449.1 phage holin family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011129450.1 excinuclease ABC subunit UvrB [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129451.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011129452.1 aspartate kinase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129453.1 DNA polymerase III subunit delta [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129454.1 precorrin-8X methylmutase [Prochlorococcus marinus]	Unknown	2.00
WP_011129455.1 HlyD family secretion protein [Prochlorococcus marinus]	Unknown	4.86
WP_011129456.1 peptidase domain-containing ABC transporter [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011129457.1 peptidylprolyl isomerase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129458.1 DNA mismatch repair protein MutS [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011129459.1 MULTISPECIES: photosystem II reaction center protein PsbZ [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011129461.1 GNAT family N-acetyltransferase [Prochlorococcus marinus]	Unknown	2.00
WP_011129462.1 preprotein translocase subunit SecA [Prochlorococcus marinus]	Cytoplasmic	9.12
WP_011129464.1 glycosyltransferase family 2 protein [Prochlorococcus marinus]	Unknown	2.00
WP_011129465.1 NAD-dependent epimerase/dehydratase family protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129468.1 acyltransferase family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011129469.1 beta strand repeat-containing protein [Prochlorococcus marinus]	Unknown	4.12
WP_011129470.1 motility associated factor glycosyltransferase family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011129472.1 peptidase domain-containing ABC transporter [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011129473.1 HlyD family efflux transporter periplasmic adaptor subunit [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011129474.1 UDP-N-acetylglucosamine 4,6-dehydratase (inverting) [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129475.1 UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129476.1 aldo/keto reductase [Prochlorococcus marinus]	Unknown	2.00
WP_011129477.1 N-acetyl sugar amidotransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129478.1 imidazole glycerol phosphate synthase subunit HisH [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011129479.1 HisA/HisF-related TIM barrel protein [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011129480.1 GNAT family N-acetyltransferase [Prochlorococcus marinus]	Unknown	2.00
WP_011129481.1 cytidylyltransferase domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129483.1 UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [Prochlorococcus marinus]	Unknown	2.00
WP_011129485.1 pseudaminic acid synthase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129486.1 class I SAM-dependent methyltransferase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129487.1 ABC transporter ATP-binding protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011129488.1 ABC transporter permease [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011129491.1 glucose-1-phosphate thymidylyltransferase RfbA [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129492.1 dTDP-4-dehydrorhamnose 3,5-epimerase [Prochlorococcus marinus]	Unknown	2.00
WP_011129493.1 dTDP-4-dehydrorhamnose reductase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129494.1 dTDP-glucose 4,6-dehydratase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129496.1 serine O-acetyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011129497.1 GntR family transcriptional regulator [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011129498.1 MULTISPECIES: translation initiation factor IF-3 [Prochlorococcus]	Cytoplasmic	10.00
WP_011129499.1 tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA [Prochlorococcus marinus]	Cytoplasmic	9.97
