SeqID	Localization	Score
WP_006041316.1 MULTISPECIES: 30S ribosomal protein S18 [Cyanophyceae]	Cytoplasmic	9.26
WP_006041509.1 MULTISPECIES: photosystem II reaction center protein Ycf12/Psb30 [Synechococcales]	CytoplasmicMembrane	9.82
WP_006041809.1 MULTISPECIES: translation initiation factor IF-1 [Synechococcales]	Cytoplasmic	9.97
WP_006043345.1 MULTISPECIES: ferredoxin [Synechococcales]	Unknown	2.00
WP_006043540.1 MULTISPECIES: SH3 domain-containing protein [Cyanophyceae]	Unknown	2.00
WP_006043651.1 MULTISPECIES: ribulose bisphosphate carboxylase small subunit [Synechococcales]	Unknown	2.00
WP_006169870.1 MULTISPECIES: BMC domain-containing protein [Synechococcales]	Unknown	2.00
WP_006172424.1 MULTISPECIES: photosystem II reaction center protein I [Cyanophyceae]	CytoplasmicMembrane	10.00
WP_006173336.1 MULTISPECIES: 50S ribosomal protein L36 [Cyanophyceae]	Cytoplasmic	9.26
WP_006849996.1 MULTISPECIES: photosystem II reaction center phosphoprotein PsbH [Synechococcales]	CytoplasmicMembrane	9.82
WP_006850103.1 MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Cyanophyceae]	CytoplasmicMembrane	10.00
WP_006851112.1 MULTISPECIES: hypothetical protein [Synechococcales]	Unknown	2.00
WP_006851354.1 MULTISPECIES: thioredoxin [Synechococcales]	Cytoplasmic	9.26
WP_006851467.1 MULTISPECIES: ATP synthase F0 subunit C [Synechococcales]	CytoplasmicMembrane	9.86
WP_006851672.1 MULTISPECIES: photosystem I reaction center subunit VIII [Synechococcales]	CytoplasmicMembrane	9.82
WP_007098612.1 MULTISPECIES: photosystem I reaction center subunit IX [Synechococcales]	CytoplasmicMembrane	9.82
WP_007098856.1 MULTISPECIES: phycobilisome linker polypeptide [Synechococcales]	Unknown	2.00
WP_007099572.1 MULTISPECIES: acyl carrier protein [Synechococcales]	Cytoplasmic	9.97
WP_009790260.1 MULTISPECIES: cytochrome b6-f complex subunit V [Synechococcales]	CytoplasmicMembrane	9.82
WP_009790464.1 MULTISPECIES: DNA-directed RNA polymerase subunit omega [Synechococcales]	Unknown	2.00
WP_009790505.1 MULTISPECIES: allophycocyanin subunit beta [Synechococcales]	Unknown	2.00
WP_011126882.1 DNA polymerase III subunit beta [Parasynechococcus marenigrum]	Cytoplasmic	9.26
WP_011126883.1 hypothetical protein [Parasynechococcus marenigrum]	Cytoplasmic	8.96
WP_011126884.1 phosphoribosylformylglycinamidine synthase subunit PurL [Parasynechococcus marenigrum]	Cytoplasmic	9.26
WP_011126886.1 DNA gyrase/topoisomerase IV subunit A [Parasynechococcus marenigrum]	Cytoplasmic	9.97
