SeqID	Localization	Score
HBY37761.1 MAG TPA: hypothetical protein DEH24_00005, partial [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37762.1 MAG TPA: hypothetical protein DEH24_00010 [Alteromonas sp.]	Cytoplasmic	8.96
HBY37763.1 MAG TPA: hypothetical protein DEH24_00015 [Alteromonas sp.]	Unknown	2.00
HBY37764.1 MAG TPA: hypothetical protein DEH24_00020 [Alteromonas sp.]	Cytoplasmic	8.96
HBY37765.1 MAG TPA: hypothetical protein DEH24_00025 [Alteromonas sp.]	Cytoplasmic	8.96
HBY37766.1 MAG TPA: tail-specific protease, partial [Alteromonas sp.]	CytoplasmicMembrane	7.88
HBY37767.1 MAG TPA: tail-specific protease, partial [Alteromonas sp.]	CytoplasmicMembrane	9.82
HBY37768.1 MAG TPA: sodium-dependent transporter [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37769.1 MAG TPA: Na+/H+ antiporter NhaC [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37770.1 MAG TPA: aminopeptidase N, partial [Alteromonas sp.]	Cytoplasmic	9.12
HBY37771.1 MAG TPA: GDSL family lipase, partial [Alteromonas sp.]	Cytoplasmic	8.96
HBY37772.1 MAG TPA: sugar phosphate isomerase/epimerase [Alteromonas sp.]	Cytoplasmic	8.96
HBY37773.1 MAG TPA: hypothetical protein DEH24_00065, partial [Alteromonas sp.]	OuterMembrane	9.52
HBY37774.1 MAG TPA: glycosyl hydrolase, partial [Alteromonas sp.]	Unknown	2.00
HBY37775.1 MAG TPA: peptidylprolyl isomerase [Alteromonas sp.]	Unknown	4.74
HBY37776.1 MAG TPA: catalase [Alteromonas sp.]	Periplasmic	10.00
HBY37777.1 MAG TPA: 2Fe-2S ferredoxin, partial [Alteromonas sp.]	Unknown	2.00
HBY37778.1 MAG TPA: glycoside hydrolase, partial [Alteromonas sp.]	Unknown	2.50
HBY37779.1 MAG TPA: glycosyl hydrolase family 88 [Alteromonas sp.]	Unknown	4.99
HBY37780.1 MAG TPA: TonB-dependent receptor [Alteromonas sp.]	Unknown	2.50
HBY37781.1 MAG TPA: GntR family transcriptional regulator [Alteromonas sp.]	Unknown	4.90
HBY37782.1 MAG TPA: sensor domain-containing diguanylate cyclase [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37783.1 MAG TPA: sugar kinase [Alteromonas sp.]	Unknown	2.00
HBY37784.1 MAG TPA: keto-deoxy-phosphogluconate aldolase [Alteromonas sp.]	Cytoplasmic	9.26
HBY37785.1 MAG TPA: mannitol dehydrogenase family protein [Alteromonas sp.]	Cytoplasmic	9.97
HBY37786.1 MAG TPA: chemotaxis protein, partial [Alteromonas sp.]	Cytoplasmic	8.96
HBY37787.1 MAG TPA: hypothetical protein DEH24_00135 [Alteromonas sp.]	Unknown	2.00
HBY37788.1 MAG TPA: hypothetical protein DEH24_00140 [Alteromonas sp.]	Unknown	2.00
HBY37789.1 MAG TPA: LysE family translocator [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37790.1 MAG TPA: cobalamin biosynthesis protein CobQ [Alteromonas sp.]	Cytoplasmic	8.96
HBY37791.1 MAG TPA: hypothetical protein DEH24_00155 [Alteromonas sp.]	Unknown	2.50
HBY37792.1 MAG TPA: hypothetical protein DEH24_00160 [Alteromonas sp.]	Unknown	4.90
HBY37793.1 MAG TPA: isopenicillin N synthase family oxygenase [Alteromonas sp.]	Cytoplasmic	9.97
HBY37794.1 MAG TPA: NupC/NupG family nucleoside CNT transporter [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37795.1 MAG TPA: uridine kinase, partial [Alteromonas sp.]	Cytoplasmic	9.97
HBY37796.1 MAG TPA: 23S rRNA pseudouridine(1911/1915/1917) synthase RluD, partial [Alteromonas sp.]	Cytoplasmic	9.97
HBY37797.1 MAG TPA: peptidoglycan editing factor PgeF [Alteromonas sp.]	Unknown	2.00
HBY37798.1 MAG TPA: hypothetical protein DEH24_00190, partial [Alteromonas sp.]	Cytoplasmic	9.97
HBY37799.1 MAG TPA: type VI secretion system ATPase TssH, partial [Alteromonas sp.]	Cytoplasmic	9.97
HBY37800.1 MAG TPA: hypothetical protein DEH24_00200, partial [Alteromonas sp.]	Extracellular	9.64
HBY37801.1 MAG TPA: TonB-dependent receptor [Alteromonas sp.]	OuterMembrane	9.52
HBY37802.1 MAG TPA: DUF3450 domain-containing protein [Alteromonas sp.]	Unknown	4.90
HBY37803.1 MAG TPA: energy transducer TonB [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37804.1 MAG TPA: MotA/TolQ/ExbB proton channel family protein [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37805.1 MAG TPA: biopolymer transporter ExbD [Alteromonas sp.]	Unknown	2.00
HBY37806.1 MAG TPA: energy transducer TonB [Alteromonas sp.]	Unknown	2.00
HBY37807.1 MAG TPA: hypothetical protein DEH24_00235 [Alteromonas sp.]	Periplasmic	9.84
HBY37808.1 MAG TPA: hypothetical protein DEH24_00240 [Alteromonas sp.]	Unknown	2.50
HBY37809.1 MAG TPA: hypothetical protein DEH24_00245 [Alteromonas sp.]	Unknown	2.00
HBY37810.1 MAG TPA: alkaline phosphatase [Alteromonas sp.]	Extracellular	9.71
HBY37811.1 MAG TPA: DUF2254 domain-containing protein [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37812.1 MAG TPA: pyridoxamine 5'-phosphate oxidase [Alteromonas sp.]	Unknown	2.00
HBY37813.1 MAG TPA: heme ABC transporter ATPase [Alteromonas sp.]	CytoplasmicMembrane	9.98
HBY37814.1 MAG TPA: iron ABC transporter permease [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37815.1 MAG TPA: hypothetical protein DEH24_00275, partial [Alteromonas sp.]	Cytoplasmic	8.96
HBY37816.1 MAG TPA: PilZ domain-containing protein, partial [Alteromonas sp.]	Unknown	2.00
HBY37817.1 MAG TPA: DUF2061 domain-containing protein [Alteromonas sp.]	CytoplasmicMembrane	9.82
HBY37818.1 MAG TPA: 23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI [Alteromonas sp.]	Cytoplasmic	9.97
HBY37819.1 MAG TPA: GNAT family N-acetyltransferase [Alteromonas sp.]	Unknown	2.00
HBY37820.1 MAG TPA: zinc-binding alcohol dehydrogenase [Alteromonas sp.]	CytoplasmicMembrane	7.88
HBY37821.1 MAG TPA: hypothetical protein DEH24_00305 [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37822.1 MAG TPA: ribonuclease HI [Alteromonas sp.]	Unknown	2.00
HBY37823.1 MAG TPA: DNA polymerase III subunit epsilon [Alteromonas sp.]	Cytoplasmic	9.97
HBY37824.1 MAG TPA: TIGR03503 family protein [Alteromonas sp.]	CytoplasmicMembrane	9.82
HBY37825.1 MAG TPA: sugar phosphate isomerase/epimerase, partial [Alteromonas sp.]	Unknown	2.00
HBY37826.1 MAG TPA: NUDIX hydrolase [Alteromonas sp.]	Unknown	2.00
HBY37827.1 MAG TPA: LacI family transcriptional regulator [Alteromonas sp.]	Cytoplasmic	9.97
HBY37828.1 MAG TPA: UDP-N-acetylmuramate--L-alanine ligase, partial [Alteromonas sp.]	Cytoplasmic	9.26
HBY37829.1 MAG TPA: UDP-N-acetylmuramate--L-alanine ligase, partial [Alteromonas sp.]	Cytoplasmic	8.96
HBY37830.1 MAG TPA: D-alanine--D-alanine ligase [Alteromonas sp.]	Cytoplasmic	9.26
HBY37831.1 MAG TPA: cell division protein FtsQ [Alteromonas sp.]	Unknown	2.00
HBY37832.1 MAG TPA: cell division protein FtsA [Alteromonas sp.]	Cytoplasmic	9.97
HBY37833.1 MAG TPA: cell division protein FtsZ, partial [Alteromonas sp.]	Cytoplasmic	9.12
HBY37834.1 MAG TPA: phosphate ABC transporter ATP-binding protein, partial [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37835.1 MAG TPA: phosphate ABC transporter permease PtsA [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37836.1 MAG TPA: phosphate ABC transporter permease [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37837.1 MAG TPA: glycine cleavage system protein R [Alteromonas sp.]	Cytoplasmic	9.97
HBY37838.1 MAG TPA: polyphosphate kinase 1 [Alteromonas sp.]	CytoplasmicMembrane	7.88
HBY37839.1 MAG TPA: exopolyphosphatase, partial [Alteromonas sp.]	Cytoplasmic	9.97
HBY37840.1 MAG TPA: pseudaminic acid synthase, partial [Alteromonas sp.]	Unknown	2.00
HBY37841.1 MAG TPA: pseudaminic acid cytidylyltransferase [Alteromonas sp.]	Cytoplasmic	9.26
HBY37842.1 MAG TPA: UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase [Alteromonas sp.]	Cytoplasmic	9.97
HBY37843.1 MAG TPA: UDP-N-acetylglucosamine 4,6-dehydratase (inverting), partial [Alteromonas sp.]	Cytoplasmic	8.96
HBY37844.1 MAG TPA: ferredoxin [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37845.1 MAG TPA: peptidylprolyl isomerase [Alteromonas sp.]	Cytoplasmic	9.26
HBY37846.1 MAG TPA: hypothetical protein DEH24_00430 [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37847.1 MAG TPA: hypothetical protein DEH24_00435 [Alteromonas sp.]	Cytoplasmic	9.97
HBY37848.1 MAG TPA: acriflavine resistance protein B [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37849.1 MAG TPA: efflux RND transporter periplasmic adaptor subunit [Alteromonas sp.]	Unknown	2.50
HBY37850.1 MAG TPA: RND transporter [Alteromonas sp.]	OuterMembrane	10.00
HBY37851.1 MAG TPA: hypothetical protein DEH24_00455 [Alteromonas sp.]	Unknown	2.50
HBY37852.1 MAG TPA: hypothetical protein DEH24_00460 [Alteromonas sp.]	Unknown	2.00
HBY37853.1 MAG TPA: neuraminidase [Alteromonas sp.]	Unknown	2.00
HBY37854.1 MAG TPA: family 88 glycosyl hydrolase [Alteromonas sp.]	Unknown	6.49
HBY37855.1 MAG TPA: hypothetical protein DEH24_00475 [Alteromonas sp.]	Unknown	2.00
HBY37856.1 MAG TPA: N-acetyltransferase [Alteromonas sp.]	Cytoplasmic	9.26
HBY37857.1 MAG TPA: rhodanese [Alteromonas sp.]	Unknown	2.00
HBY37858.1 MAG TPA: AraC family transcriptional regulator [Alteromonas sp.]	Cytoplasmic	8.96
HBY37859.1 MAG TPA: bile acid:sodium symporter [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37860.1 MAG TPA: TonB-dependent siderophore receptor [Alteromonas sp.]	OuterMembrane	10.00
HBY37861.1 MAG TPA: Fe2+-dependent dioxygenase [Alteromonas sp.]	Cytoplasmic	9.26
HBY37862.1 MAG TPA: DUF2721 domain-containing protein, partial [Alteromonas sp.]	CytoplasmicMembrane	9.82
HBY37863.1 MAG TPA: rhomboid family intramembrane serine protease, partial [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37864.1 MAG TPA: hypothetical protein DEH24_00520 [Alteromonas sp.]	Cytoplasmic	8.96
HBY37865.1 MAG TPA: DUF1190 domain-containing protein [Alteromonas sp.]	Unknown	2.00
HBY37866.1 MAG TPA: DUF350 domain-containing protein [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37867.1 MAG TPA: DUF2491 domain-containing protein [Alteromonas sp.]	Cytoplasmic	8.96
HBY37868.1 MAG TPA: potassium channel protein [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37869.1 MAG TPA: phage shock protein A [Alteromonas sp.]	Cytoplasmic	8.96
HBY37870.1 MAG TPA: DUF2170 domain-containing protein [Alteromonas sp.]	Unknown	2.00
HBY37871.1 MAG TPA: hypothetical protein DEH24_00555 [Alteromonas sp.]	Unknown	2.00
HBY37872.1 MAG TPA: tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Alteromonas sp.]	Cytoplasmic	9.97
HBY37873.1 MAG TPA: tRNA guanosine(34) transglycosylase Tgt, partial [Alteromonas sp.]	Cytoplasmic	9.97
HBY37874.1 MAG TPA: peptidase M28, partial [Alteromonas sp.]	Extracellular	9.72
HBY37875.1 MAG TPA: NAD(P)H-flavin reductase [Alteromonas sp.]	Cytoplasmic	9.97
HBY37876.1 MAG TPA: 4-hydroxy-3-polyprenylbenzoate decarboxylase [Alteromonas sp.]	Cytoplasmic	9.97
HBY37877.1 MAG TPA: TIGR02647 family protein [Alteromonas sp.]	Unknown	2.00
HBY37878.1 MAG TPA: flagellar protein MotX, partial [Alteromonas sp.]	CytoplasmicMembrane	9.99
HBY37879.1 MAG TPA: hypothetical protein DEH24_00595 [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37880.1 MAG TPA: hypothetical protein DEH24_00600 [Alteromonas sp.]	Unknown	2.00
HBY37881.1 MAG TPA: DUF4198 domain-containing protein [Alteromonas sp.]	Unknown	4.90
HBY37882.1 MAG TPA: hypothetical protein DEH24_00610 [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37883.1 MAG TPA: copper resistance protein CopC [Alteromonas sp.]	Unknown	2.50
HBY37884.1 MAG TPA: hypothetical protein DEH24_00620 [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37885.1 MAG TPA: hypothetical protein DEH24_00625 [Alteromonas sp.]	CytoplasmicMembrane	10.00
HBY37886.1 MAG TPA: hypothetical protein DEH24_00630 [Alteromonas sp.]	Unknown	2.00
HBY37887.1 MAG TPA: ligand-gated channel, partial [Alteromonas sp.]	OuterMembrane	10.00
HBY37888.1 MAG TPA: LOG family protein, partial [Alteromonas sp.]	Cytoplasmic	8.96
HBY37889.1 MAG TPA: GGDEF domain-containing protein [Alteromonas sp.]	Cytoplasmic	9.97
HBY37890.1 MAG TPA: NADPH-dependent 7-cyano-7-deazaguanine reductase QueF [Alteromonas sp.]	Cytoplasmic	9.97
HBY37891.1 MAG TPA: SecY-interacting protein [Alteromonas sp.]	CytoplasmicMembrane	7.88
HBY37892.1 MAG TPA: hypothetical protein DEH24_00660 [Alteromonas sp.]	Cytoplasmic	8.96
HBY37893.1 MAG TPA: DUF3192 domain-containing protein [Alteromonas sp.]	Unknown	2.50
HBY37894.1 MAG TPA: N-acetyltransferase [Alteromonas sp.]	Cytoplasmic	9.26
HBY37895.1 MAG TPA: nuclease [Alteromonas sp.]	Unknown	2.00
HBY37896.1 MAG TPA: hypothetical protein DEH24_00680 [Alteromonas sp.]	Cytoplasmic	8.96
HBY37897.1 MAG TPA: hypothetical protein DEH24_00685 [Alteromonas sp.]	Unknown	2.00
HBY37898.1 MAG TPA: DUF3301 domain-containing protein [Alteromonas sp.]	Unknown	2.00
HBY37899.1 MAG TPA: DUF3549 domain-containing protein [Alteromonas sp.]	Unknown	2.00
HBY37900.1 MAG TPA: hypothetical protein DEH24_00700 [Alteromonas sp.]	Unknown	2.00
HBY37901.1 MAG TPA: tRNA pseudouridine(65) synthase TruC [Alteromonas sp.]	Cytoplasmic	9.26
HBY37902.1 MAG TPA: flavodoxin [Alteromonas sp.]	Unknown	2.00
HBY37903.1 MAG TPA: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Alteromonas sp.]	Cytoplasmic	9.97
