SeqID	Localization	Score
WP_002805048.1 acetyl-CoA carboxylase, carboxyltransferase subunit beta [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805049.1 acetate--CoA ligase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805051.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_002805052.1 cytochrome c oxidase subunit II [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_002805053.1 DUF3593 domain-containing protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_002805055.1 NAD+ synthase [Prochlorococcus marinus]	Unknown	2.00
WP_002805060.1 MraY family glycosyltransferase [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_002805061.1 nucleoside deaminase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_002805063.1 segregation/condensation protein A [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_002805064.1 translation initiation factor IF-3 [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805066.1 type 1 glutamine amidotransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805068.1 TIGR04283 family arsenosugar biosynthesis glycosyltransferase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_002805070.1 phosphoribosylformylglycinamidine synthase subunit PurS [Prochlorococcus marinus]	Unknown	2.00
WP_002805072.1 P-II family nitrogen regulator [Prochlorococcus marinus]	CytoplasmicMembrane	7.88
WP_002805073.1 3'(2'),5'-bisphosphate nucleotidase CysQ [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805074.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_002805075.1 bifunctional folylpolyglutamate synthase/dihydrofolate synthase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805078.1 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_002805079.1 magnesium transporter [Prochlorococcus marinus]	CytoplasmicMembrane	9.16
WP_002805080.1 histidinol dehydrogenase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805083.1 DUF1350 family protein [Prochlorococcus marinus]	Unknown	2.00
WP_002805084.1 porphobilinogen synthase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805086.1 tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD [Prochlorococcus marinus]	Extracellular	9.45
WP_002805087.1 RibD family protein [Prochlorococcus marinus]	Unknown	2.00
WP_002805090.1 membrane protein insertase YidC [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_002805091.1 HEAT repeat domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_002805092.1 peptide-methionine (S)-S-oxide reductase MsrA [Prochlorococcus marinus]	Unknown	4.90
WP_002805093.1 molecular chaperone DnaJ [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805095.1 4-hydroxy-tetrahydrodipicolinate reductase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805098.1 amidohydrolase family protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805103.1 Fe2+-dependent dioxygenase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805106.1 precorrin-6A reductase [Prochlorococcus marinus]	Unknown	2.00
WP_002805107.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_002805109.1 inositol monophosphatase family protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805110.1 homoserine O-succinyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805112.1 helix-hairpin-helix domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_002805114.1 3-deoxy-7-phosphoheptulonate synthase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_002805115.1 guanylate kinase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805120.1 TolC family protein [Prochlorococcus marinus]	OuterMembrane	10.00
WP_002805121.1 glucose-6-phosphate dehydrogenase assembly protein OpcA [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_002805124.1 MULTISPECIES: photosystem II reaction center protein I [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_002805125.1 pyridoxine 5'-phosphate synthase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805127.1 molecular chaperone DnaK [Prochlorococcus marinus]	Unknown	6.58
WP_002805130.1 3-isopropylmalate dehydrogenase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805131.1 ATP-dependent DNA ligase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_002805132.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_002805134.1 DNA polymerase III subunit delta [Prochlorococcus marinus]	Unknown	2.00
WP_002805135.1 NAD-dependent epimerase/dehydratase family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_002805136.1 GTP-binding protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805138.1 bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805141.1 Mrp/NBP35 family ATP-binding protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_002805143.1 tRNA 2-thiouridine(34) synthase MnmA [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805147.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_002805148.1 homoserine kinase [Prochlorococcus marinus]	Unknown	2.00
WP_002805149.1 rod shape-determining protein MreC [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_002805150.1 ribonuclease III domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_002805151.1 peptidoglycan D,D-transpeptidase FtsI family protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_002805152.1 DUF6554 family protein [Prochlorococcus marinus]	Unknown	2.50
WP_002805155.1 BolA/IbaG family iron-sulfur metabolism protein [Prochlorococcus marinus]	Unknown	2.00
WP_002805156.1 geranylgeranyl reductase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_002805157.1 cob(I)yrinic acid a,c-diamide adenosyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805159.1 preQ(1) synthase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_002805160.1 F0F1 ATP synthase subunit alpha [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_002805162.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_002805169.1 MULTISPECIES: ATP synthase F0 subunit C [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002805171.1 DUF3303 domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_002805173.1 DUF2062 domain-containing protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
