SeqID	Localization	Score
WP_002805124.1 MULTISPECIES: photosystem II reaction center protein I [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_002805169.1 MULTISPECIES: ATP synthase F0 subunit C [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_002805854.1 MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Prochlorococcus]	Cytoplasmic	8.96
WP_002806014.1 MULTISPECIES: 30S ribosomal protein S18 [Prochlorococcus]	Cytoplasmic	9.26
WP_002806486.1 MULTISPECIES: 30S ribosomal protein S21 [Prochlorococcus]	Unknown	2.00
WP_006043540.1 MULTISPECIES: hyperconserved protein Hcp [Cyanophyceae]	Unknown	2.00
WP_007099573.1 MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Cyanophyceae]	CytoplasmicMembrane	10.00
WP_011131639.1 MULTISPECIES: DNA polymerase III subunit beta [Prochlorococcus]	Cytoplasmic	9.26
WP_011131640.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131641.1 MULTISPECIES: phosphoribosylformylglycinamidine synthase subunit PurL [Prochlorococcus]	Cytoplasmic	9.26
WP_011131642.1 MULTISPECIES: amidophosphoribosyltransferase [Prochlorococcus]	Cytoplasmic	9.97
WP_011131643.1 MULTISPECIES: DNA gyrase/topoisomerase IV subunit A [Prochlorococcus]	Cytoplasmic	9.97
WP_011131644.1 MULTISPECIES: tetratricopeptide repeat protein [Prochlorococcus]	Unknown	2.00
WP_011131645.1 MULTISPECIES: tRNA epoxyqueuosine(34) reductase QueG [Prochlorococcus]	Cytoplasmic	8.96
WP_011131646.1 MULTISPECIES: DUF502 domain-containing protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131648.1 MULTISPECIES: signal recognition particle-docking protein FtsY [Prochlorococcus]	Cytoplasmic	9.12
WP_011131649.1 MULTISPECIES: PP2C family protein-serine/threonine phosphatase [Prochlorococcus]	Cytoplasmic	8.96
WP_011131650.1 MULTISPECIES: argininosuccinate lyase [Prochlorococcus]	Cytoplasmic	9.97
WP_011131652.1 MULTISPECIES: tRNA dihydrouridine(20/20a) synthase DusA [Prochlorococcus]	Cytoplasmic	9.97
WP_011131653.1 MULTISPECIES: peptide-methionine (R)-S-oxide reductase MsrB [Prochlorococcus]	Cytoplasmic	9.26
WP_011131654.1 MULTISPECIES: nucleotide exchange factor GrpE [Prochlorococcus]	Cytoplasmic	9.97
WP_011131655.1 MULTISPECIES: molecular chaperone DnaJ [Prochlorococcus]	Cytoplasmic	9.97
WP_011131656.1 MULTISPECIES: sulfurtransferase TusA family protein [Prochlorococcus]	Unknown	2.00
WP_011131657.1 MULTISPECIES: ribosome small subunit-dependent GTPase A [Prochlorococcus]	Cytoplasmic	9.97
WP_011131658.1 MULTISPECIES: YbaB/EbfC family nucleoid-associated protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131659.1 MULTISPECIES: UDP-N-acetylmuramate dehydrogenase [Prochlorococcus]	Cytoplasmic	9.97
WP_011131660.1 MULTISPECIES: UDP-N-acetylmuramate--L-alanine ligase [Prochlorococcus]	Cytoplasmic	9.97
WP_011131661.1 MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase [Prochlorococcus]	Cytoplasmic	9.97
WP_011131662.1 MULTISPECIES: thiamine-phosphate kinase [Prochlorococcus]	Cytoplasmic	8.96
WP_011131663.1 MULTISPECIES: peptidylprolyl isomerase [Prochlorococcus]	Unknown	5.41
WP_011131664.1 MULTISPECIES: elongation factor P [Prochlorococcus]	Cytoplasmic	10.00
WP_011131665.1 MULTISPECIES: acetyl-CoA carboxylase biotin carboxyl carrier protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131666.1 MULTISPECIES: 4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Prochlorococcus]	Cytoplasmic	9.26
WP_011131667.1 MULTISPECIES: SDR family oxidoreductase [Prochlorococcus]	Cytoplasmic	8.96
WP_011131669.1 MULTISPECIES: HNH endonuclease [Prochlorococcus]	Unknown	2.00
WP_011131670.1 MULTISPECIES: DUF6554 family protein [Prochlorococcus]	Unknown	2.50
WP_011131671.1 MULTISPECIES: AbrB family transcriptional regulator [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131672.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011131674.1 MULTISPECIES: cobalt-precorrin-5B (C(1))-methyltransferase CbiD [Prochlorococcus]	Unknown	2.00
